"SNP","Lab_name","best_measure","best_P","best_OR_Beta","catalog_assoc_SNP","catalog_assoc_gene","CHR","MapInfo","gene","rsID","cases","eh_case","el_case","Mutation","MAF_W","mean_Beta","mean_P","median_Beta","median_P","first_Beta","first_P","min_Beta","min_P","max_Beta","max_P","ever_low_OR","ever_low_P","ever_high_OR","ever_high_P","Lab_cat","Lab_full_name","lab_name","cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS"
"rs629301","Chol","mean",0.000000000000003133,-4.15,"Cholesterol, total || LDL cholesterol","Cholesterol, total || LDL cholesterol || Cardiovascular disease risk factors (LDL) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Coronary heart disease (LDL-C) || Lipoprotein-associated phospholipase A2 activity and mass (activity)",1,109818306,"CELSR2","rs629301",14502,11530,8,"Silent",0.22100000,-4.15,0.000000000000003133,-4.089,0.00000000000002527,-5.028,0.000000000001209,-2.41,0.00001138,-6.351,0.000000000000007043,1.63,0.3717,0.95,0.1257,"Lipids","CHOLESTEROL BLOOD","Chol",389,"rs629301",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p13.3",1,109818306,"SORT1","CELSR2",NULL,NULL,"rs629301-G","rs629301",629301,"UTR-3",0,0.24,2E-170,169.699,"",.13,0.13,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs629301","Chol","mean",0.000000000000003133,-4.15,"Cholesterol, total || LDL cholesterol","Cholesterol, total || LDL cholesterol || Cardiovascular disease risk factors (LDL) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Coronary heart disease (LDL-C) || Lipoprotein-associated phospholipase A2 activity and mass (activity)",1,109818306,"CELSR2","rs629301",14502,11530,8,"Silent",0.22100000,-4.15,0.000000000000003133,-4.089,0.00000000000002527,-5.028,0.000000000001209,-2.41,0.00001138,-6.351,0.000000000000007043,1.63,0.3717,0.95,0.1257,"Lipids","CHOLESTEROL BLOOD","Chol",12807,"rs629301",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"1p13.3",1,109818306,"CELSR2,PSRC1,SORT1","CELSR2",NULL,NULL,"rs629301-G","rs629301",629301,"UTR-3",0,0.22,6E-131,130.222,"",5.41,5.41,"[4.94-5.88] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs10102164","Chol","median",0.03478,1.171,"Cholesterol, total || LDL cholesterol",NULL,8,55421614,"","rs10102164",14502,11530,8,"",0.19840000,1.068,0.04966,1.171,0.03478,1.32,0.07096,0.6871,0.2255,1.433,0.0898,0.28,0.2139,1.00,0.9666,"Lipids","CHOLESTEROL BLOOD","Chol",390,"rs10102164",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","8q11.23",8,55421614,"SOX17","TRMT112P7 - SEC11B",100287567,157708,"rs10102164-A","rs10102164",10102164,"Intergenic",1,0.21,5E-11,10.301,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs10128711","Chol","first",0.1289,-1.059,"Cholesterol, total","Cholesterol, total",11,18632984,"SPTY2D1","rs10128711",14502,11530,8,"Silent",0.26100000,-0.7241,0.1553,-0.7068,0.1741,-1.059,0.1289,-0.6652,0.2099,-0.9367,0.2451,1.59,0.4068,1.01,0.7911,"Lipids","CHOLESTEROL BLOOD","Chol",391,"rs10128711",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","11p15.1",11,18632984,"SPTY2D1","SPTY2D1",NULL,NULL,"rs10128711-T","rs10128711",10128711,"intron",0,0.3,1E-11,11,"",.03,0.03,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs10128711","Chol","first",0.1289,-1.059,"Cholesterol, total","Cholesterol, total",11,18632984,"SPTY2D1","rs10128711",14502,11530,8,"Silent",0.26100000,-0.7241,0.1553,-0.7068,0.1741,-1.059,0.1289,-0.6652,0.2099,-0.9367,0.2451,1.59,0.4068,1.01,0.7911,"Lipids","CHOLESTEROL BLOOD","Chol",12857,"rs10128711",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"11p15.1",11,18632984,"SPTY2D1","SPTY2D1",NULL,NULL,"rs10128711-T","rs10128711",10128711,"intron",0,0.29,3E-8,7.52288,"",1.06,1.06,"[0.63-1.49] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs11220462","Chol","max",0.02517,2.22,"LDL cholesterol || Cholesterol, total","Liver enzyme levels (alkaline phosphatase) || Coronary heart disease || Cholesterol, total || LDL cholesterol",11,126243952,"ST3GAL4","rs11220462",14502,11530,8,"Silent,Silent",0.13150000,1.138,0.07462,0.9018,0.1658,1.639,0.05602,0.4015,0.5457,2.22,0.02517,0.94,0.9317,1.08,0.08426,"Lipids","CHOLESTEROL BLOOD","Chol",392,"rs11220462",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","11q24.2",11,126243952,"ST3GAL4","ST3GAL4",NULL,NULL,"rs11220462-A","rs11220462",11220462,"intron",0,0.14,6E-15,14.2218,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs11220462","Chol","max",0.02517,2.22,"LDL cholesterol || Cholesterol, total","Liver enzyme levels (alkaline phosphatase) || Coronary heart disease || Cholesterol, total || LDL cholesterol",11,126243952,"ST3GAL4","rs11220462",14502,11530,8,"Silent,Silent",0.13150000,1.138,0.07462,0.9018,0.1658,1.639,0.05602,0.4015,0.5457,2.22,0.02517,0.94,0.9317,1.08,0.08426,"Lipids","CHOLESTEROL BLOOD","Chol",12837,"rs11220462",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"11q24.2",11,126243952,"ST3GAL4","ST3GAL4",NULL,NULL,"rs11220462-T","rs11220462",11220462,"intron",0,0.11,2E-11,10.699,"",2.01,2.01,"[1.36-2.66] mg/dL increase","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs6882076","Chol","median",0.00006489,-1.834,"Cholesterol, total || LDL cholesterol || Triglycerides",NULL,5,156390297,"","rs6882076",14502,11530,8,"",0.36680000,-1.667,0.0002139,-1.834,0.00006489,-2.049,0.0007157,-1.457,0.001898,-1.597,0.02242,0.39,0.1456,1.01,0.6554,"Lipids","CHOLESTEROL BLOOD","Chol",393,"rs6882076",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","5q33.3",5,156390297,"TIMD4","TIMD4",NULL,NULL,"rs6882076-T","rs6882076",6882076,"nearGene-5",0,0.36,5E-41,40.301,"",.05,0.05,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs6882076","Chol","median",0.00006489,-1.834,"Cholesterol, total || LDL cholesterol || Triglycerides",NULL,5,156390297,"","rs6882076",14502,11530,8,"",0.36680000,-1.667,0.0002139,-1.834,0.00006489,-2.049,0.0007157,-1.457,0.001898,-1.597,0.02242,0.39,0.1456,1.01,0.6554,"Lipids","CHOLESTEROL BLOOD","Chol",12817,"rs6882076",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"5q33.3",5,156390297,"TIMD4,HAVCR1","TIMD4",NULL,NULL,"rs6882076-T","rs6882076",6882076,"nearGene-5",0,0.35,7E-28,27.1549,"",1.98,1.98,"[1.59-2.37] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs138777","Chol","first",0.3743,-0.546,"Cholesterol, total",NULL,22,35711098,"TOM1","rs138777",14502,11530,8,"Silent,Silent,Silent,Silent,Silent,Silent",0.34170000,-0.3361,0.4623,-0.2529,0.5875,-0.546,0.3743,-0.2547,0.5928,-0.503,0.4786,0.65,0.4522,1.00,0.9817,"Lipids","CHOLESTEROL BLOOD","Chol",394,"rs138777",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","22q12.3",22,35711098,"TOM1","TOM1",NULL,NULL,"rs138777-A","rs138777",138777,"intron",0,0.36,5E-8,7.30103,"",.02,0.02,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs6029526","Chol","min",0.2447,-0.5254,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",20,39672618,"TOP1","rs6029526",14502,11530,8,"Silent",0.48120000,-0.394,0.3633,-0.308,0.4858,0.08811,0.8798,-0.5254,0.2447,-0.5817,0.3873,1.38,0.5256,0.99,0.6542,"Lipids","CHOLESTEROL BLOOD","Chol",395,"rs6029526",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","20q12",20,39672618,"TOP1","TOP1",NULL,NULL,"rs6029526-A","rs6029526",6029526,"intron",0,0.47,1E-16,16,"",.04,0.04,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs6029526","Chol","min",0.2447,-0.5254,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",20,39672618,"TOP1","rs6029526",14502,11530,8,"Silent",0.48120000,-0.394,0.3633,-0.308,0.4858,0.08811,0.8798,-0.5254,0.2447,-0.5817,0.3873,1.38,0.5256,0.99,0.6542,"Lipids","CHOLESTEROL BLOOD","Chol",12828,"rs6029526",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"20q12",20,39672618,"TOP1","TOP1",NULL,NULL,"rs6029526-C","rs6029526",6029526,"intron",0,0.47,3E-17,16.5229,"",1.52,1.52,"[1.15-1.89] mg/dL increase","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs2954029","Chol","max",0.001181,-2.174,"LDL cholesterol || Triglycerides || Cholesterol, total || HDL cholesterol",NULL,8,126490972,"","rs2954029",14502,11530,8,"",0.45150000,-0.5133,0.2344,-0.3967,0.3675,-0.6011,0.3003,0.5142,0.253,-2.174,0.001181,0.57,0.2865,0.92,0.002332,"Lipids","CHOLESTEROL BLOOD","Chol",396,"rs2954029",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","8q24.13",8,126490972,"TRIB1","TRIB1 - LINC00861",10221,100130231,"rs2954029-T","rs2954029",2954029,"Intergenic",1,0.47,2E-65,64.699,"",.06,0.06,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs2954029","Chol","max",0.001181,-2.174,"LDL cholesterol || Triglycerides || Cholesterol, total || HDL cholesterol",NULL,8,126490972,"","rs2954029",14502,11530,8,"",0.45150000,-0.5133,0.2344,-0.3967,0.3675,-0.6011,0.3003,0.5142,0.253,-2.174,0.001181,0.57,0.2865,0.92,0.002332,"Lipids","CHOLESTEROL BLOOD","Chol",12816,"rs2954029",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"8q24.13",8,126490972,"TRIB1","TRIB1 - LINC00861",10221,100130231,"rs2954029-A","rs2954029",2954029,"Intergenic",1,0.46,5E-36,35.301,"",2.30,2.30,"[1.93-2.67] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs581080","Chol","median",0.3524,-0.5248,"Cholesterol, total || HDL cholesterol","HDL cholesterol || Cholesterol, total || Bipolar disorder and schizophrenia",9,15305378,"TTC39B","rs581080",14502,11530,8,"Silent,Silent,Silent,Silent",0.18800000,-0.4973,0.369,-0.5248,0.3524,-0.5486,0.461,-0.4311,0.4548,-0.5669,0.5095,0.00,0.965,0.97,0.4215,"Lipids","CHOLESTEROL BLOOD","Chol",397,"rs581080",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","9p22.3",9,15305378,"TTC39B","TTC39B",NULL,NULL,"rs581080-G","rs581080",581080,"intron",0,0.21,1E-13,13,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs581080","Chol","median",0.3524,-0.5248,"Cholesterol, total || HDL cholesterol","HDL cholesterol || Cholesterol, total || Bipolar disorder and schizophrenia",9,15305378,"TTC39B","rs581080",14502,11530,8,"Silent,Silent,Silent,Silent",0.18800000,-0.4973,0.369,-0.5248,0.3524,-0.5486,0.461,-0.4311,0.4548,-0.5669,0.5095,0.00,0.965,0.97,0.4215,"Lipids","CHOLESTEROL BLOOD","Chol",12851,"rs581080",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"9p22.3",9,15305378,"TTC39B","TTC39B",NULL,NULL,"rs581080-G","rs581080",581080,"intron",0,0.18,3E-9,8.52288,"",1.57,1.57,"[1.06-2.08] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs7941030","Chol","ever_high",0.06954,0.947,"Cholesterol, total || HDL cholesterol",NULL,11,122522375,"","rs7941030",14502,11530,8,"",0.38510000,-0.2394,0.5924,-0.2609,0.5672,-0.05829,0.9228,-0.07279,0.8759,-0.5625,0.4179,1.62,0.3336,0.95,0.06954,"Lipids","CHOLESTEROL BLOOD","Chol",398,"rs7941030",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","11q24.1",11,122522375,"UBASH3B","GLULP3 - UBASH3B",401708,84959,"rs7941030-C","rs7941030",7941030,"Intergenic",1,0.39,2E-14,13.699,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs7941030","Chol","ever_high",0.06954,0.947,"Cholesterol, total || HDL cholesterol",NULL,11,122522375,"","rs7941030",14502,11530,8,"",0.38510000,-0.2394,0.5924,-0.2609,0.5672,-0.05829,0.9228,-0.07279,0.8759,-0.5625,0.4179,1.62,0.3336,0.95,0.06954,"Lipids","CHOLESTEROL BLOOD","Chol",12842,"rs7941030",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"11q24.1",11,122522375,"UBASH3B","GLULP3 - UBASH3B",401708,84959,"rs7941030-C","rs7941030",7941030,"Intergenic",1,0.38,2E-10,9.69897,"",.97,0.97,"[0.6-1.34] mg/dL increase","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chol",399,"rs11563251",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","2q37.1",2,234679384,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs11563251-T","rs11563251",11563251,"intron;intron;intron;intron;intron;intron;intron;intron;intron",0,0.12,1E-9,9,"",.04,0.04,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs10904908","Chol","max",0.01445,1.667,"Cholesterol, total",NULL,10,17260290,"","rs10904908",14502,11530,8,"",0.41050000,0.8873,0.04327,0.7986,0.07441,1.14,0.05334,0.593,0.1949,1.667,0.01445,0.85,0.7535,1.01,0.7703,"Lipids","CHOLESTEROL BLOOD","Chol",400,"rs10904908",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","10p13",10,17260290,"VIM, CUBN","VIM-AS1",NULL,NULL,"rs10904908-G","rs10904908",10904908,"intron",0,0.43,3E-11,10.5229,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs3780181","Chol","first",0.01224,-2.891,"Cholesterol, total || LDL cholesterol",NULL,9,2640759,"VLDLR","rs3780181",14502,11530,8,"Silent,Silent",0.06842000,-1.141,0.1836,-0.8716,0.3194,-2.891,0.01224,-1.5,0.0936,-1.718,0.1974,0.92,0.936,0.99,0.8017,"Lipids","CHOLESTEROL BLOOD","Chol",401,"rs3780181",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","9p24.2",9,2640759,"VLDLR","VLDLR",NULL,NULL,"rs3780181-G","rs3780181",3780181,"intron",0,0.08,7E-10,9.1549,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs629301","Chol","mean",0.000000000000003133,-4.15,"Cholesterol, total || LDL cholesterol","Cholesterol, total || LDL cholesterol || Cardiovascular disease risk factors (LDL) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Coronary heart disease (LDL-C) || Lipoprotein-associated phospholipase A2 activity and mass (activity)",1,109818306,"CELSR2","rs629301",14502,11530,8,"Silent",0.22100000,-4.15,0.000000000000003133,-4.089,0.00000000000002527,-5.028,0.000000000001209,-2.41,0.00001138,-6.351,0.000000000000007043,1.63,0.3717,0.95,0.1257,"Lipids","CHOLESTEROL BLOOD","Chol",389,"rs629301",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p13.3",1,109818306,"SORT1","CELSR2",NULL,NULL,"rs629301-G","rs629301",629301,"UTR-3",0,0.24,2E-170,169.699,"",.13,0.13,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
"rs629301","Chol","mean",0.000000000000003133,-4.15,"Cholesterol, total || LDL cholesterol","Cholesterol, total || LDL cholesterol || Cardiovascular disease risk factors (LDL) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Coronary heart disease (LDL-C) || Lipoprotein-associated phospholipase A2 activity and mass (activity)",1,109818306,"CELSR2","rs629301",14502,11530,8,"Silent",0.22100000,-4.15,0.000000000000003133,-4.089,0.00000000000002527,-5.028,0.000000000001209,-2.41,0.00001138,-6.351,0.000000000000007043,1.63,0.3717,0.95,0.1257,"Lipids","CHOLESTEROL BLOOD","Chol",12807,"rs629301",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"1p13.3",1,109818306,"CELSR2,PSRC1,SORT1","CELSR2",NULL,NULL,"rs629301-G","rs629301",629301,"UTR-3",0,0.22,6E-131,130.222,"",5.41,5.41,"[4.94-5.88] mg/dL decrease","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs4420638","Chol","mean",0.0000000000001109,4.2,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",14502,11530,8,"",0.18010000,4.2,0.0000000000001109,4.173,0.0000000000004505,5.057,0.00000000002967,3.598,0.000000001033,5.422,0.0000000006785,0.67,0.5913,1.06,0.1422,"Lipids","CHOLESTEROL BLOOD","Chol",336,"rs4420638",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","19q13.32",19,45422946,"APOE","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.19,1E-149,149,"",.20,0.20,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1
"rs4420638","Chol","mean",0.0000000000001109,4.2,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",14502,11530,8,"",0.18010000,4.2,0.0000000000001109,4.173,0.0000000000004505,5.057,0.00000000002967,3.598,0.000000001033,5.422,0.0000000006785,0.67,0.5913,1.06,0.1422,"Lipids","CHOLESTEROL BLOOD","Chol",12808,"rs4420638",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","Cholesterol, total","Up to 100,184 European descent individuals",NULL,"19q13.32",19,45422946,"APOE,APOC1,APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.17,5E-111,110.301,"",6.83,6.83,"[6.2-7.46] mg/dL increase","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",527,"2012-01-25",1,1
"rs6511720","Chol","mean",0.0000000000001109,-4.92,"Cholesterol, total || LDL cholesterol || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Cardiovascular disease risk factors (LDL) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Lipid metabolism phenotypes (APOB.assay, whole) || Abdominal aortic aneurysm || Lipid metabolism phenotypes (LDL-C.assay, fasting)","Cholesterol, total || LDL cholesterol || Metabolite levels (LDL) || Cardiovascular disease risk factors (LDL) || Carotid intima media thickness (Plaque) || Lipid metabolism phenotypes (APOB.assay, fasting) || Lipid metabolism phenotypes (APOB.assay, whole) || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Lipid metabolism phenotypes (LDL-C.assay, whole) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Metabolite levels || LDL cholesterol (AA)",19,11202306,"LDLR","rs6511720",14502,11530,8,"Silent,Silent,Silent,Silent,Silent,Silent",0.12110000,-4.92,0.0000000000001109,-4.827,0.0000000000008967,-5.804,0.00000000007204,-3.341,0.000001318,-6.737,0.00000000005853,0.00,0.9724,0.86,0.000734,"Lipids","CHOLESTEROL BLOOD","Chol",366,"rs6511720",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-T","rs6511720",6511720,"intron",0,0.12,5E-202,201.301,"",.19,0.19,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1
