ind	SNP	pheno	maf	prev	table	minN	logit_OR	logit_p-val	exact_OR	exact_p-val	bayes factor
1941	exm1916089	pheno_335	1.346e-04	1.305e-02	[[22686, 5], [299, 1]]	1.000e+00	1.262e+01	2.216e-02	1.517e+01	2.060e-02	1.78
1947	exm1916089	pheno_341	1.346e-04	8.607e-03	[[22686, 5], [196, 1]]	1.000e+00	1.922e+01	7.879e-03	2.315e+01	1.333e-02	1.85
1951	exm1916089	pheno_345	1.346e-04	7.247e-02	[[22686, 5], [1772, 1]]	1.000e+00	3.259e+00	2.918e-01	2.560e+00	1.429e-01	1.24
1955	exm1916089	pheno_345.3	1.346e-04	6.336e-02	[[22686, 5], [1534, 1]]	1.000e+00	3.811e+00	2.341e-01	2.958e+00	1.211e-01	1.29
1964	exm1916089	pheno_350	1.346e-04	6.248e-02	[[26601, 5], [1771, 2]]	2.000e+00	5.249e+00	4.827e-02	6.008e+00	4.370e-02	2.48
1966	exm1916089	pheno_350.2	1.346e-04	3.479e-02	[[26601, 5], [958, 1]]	1.000e+00	3.860e+00	2.245e-01	5.553e+00	5.995e-02	1.52
1967	exm1916089	pheno_350.3	1.346e-04	1.827e-02	[[26601, 5], [493, 2]]	2.000e+00	2.321e+01	1.806e-04	2.158e+01	9.926e-03	3.72
1982	exm1916089	pheno_359	1.346e-04	2.143e-02	[[26708, 7], [584, 1]]	1.000e+00	5.873e+00	1.034e-01	6.533e+00	4.689e-02	1.57
1986	exm1916089	pheno_361	1.346e-04	9.537e-03	[[26476, 6], [254, 1]]	1.000e+00	2.005e+01	6.072e-03	1.737e+01	1.713e-02	1.81
1987	exm1916089	pheno_361.1	1.346e-04	5.968e-03	[[26476, 6], [158, 1]]	1.000e+00	3.496e+01	1.239e-03	2.793e+01	1.053e-02	1.87
1988	exm1916089	pheno_362	1.346e-04	4.799e-02	[[26476, 6], [1334, 1]]	1.000e+00	2.831e+00	3.465e-01	3.308e+00	1.029e-01	1.33
1989	exm1916089	pheno_362.2	1.346e-04	3.096e-02	[[26476, 6], [845, 1]]	1.000e+00	4.144e+00	2.168e-01	5.222e+00	6.170e-02	1.50
1992	exm1916089	pheno_362.23	1.346e-04	8.276e-03	[[26476, 6], [220, 1]]	1.000e+00	1.780e+01	9.637e-03	2.006e+01	1.477e-02	1.83
2010	exm1916089	pheno_365	1.346e-04	3.751e-02	[[26476, 6], [1030, 2]]	2.000e+00	6.663e+00	2.555e-02	8.568e+00	2.611e-02	2.92
2011	exm1916089	pheno_365.1	1.346e-04	2.847e-02	[[26476, 6], [774, 2]]	2.000e+00	8.883e+00	1.032e-02	1.140e+01	1.861e-02	3.23
2012	exm1916089	pheno_365.11	1.346e-04	1.462e-02	[[26476, 6], [392, 1]]	1.000e+00	9.050e+00	5.469e-02	1.126e+01	2.696e-02	1.72
2015	exm1916089	pheno_366	1.346e-04	9.038e-02	[[26250, 7], [2608, 1]]	1.000e+00	1.085e+00	9.408e-01	1.438e+00	2.664e-01	1.05
2023	exm1916089	pheno_368	1.346e-04	3.467e-02	[[27252, 4], [976, 3]]	3.000e+00	2.063e+01	7.608e-05	2.094e+01	8.475e-03	6.30
2025	exm1916089	pheno_368.2	1.346e-04	9.845e-03	[[27252, 4], [268, 3]]	3.000e+00	6.840e+01	4.370e-08	7.626e+01	2.097e-03	7.93
2026	exm1916089	pheno_368.3	1.346e-04	8.431e-04	[[27252, 4], [22, 1]]	1.000e+00	3.337e+02	4.283e-07	3.097e+02	1.086e-03	1.97
2030	exm1916089	pheno_369	1.346e-04	1.337e-02	[[25677, 6], [347, 1]]	1.000e+00	1.114e+01	2.604e-02	1.233e+01	2.449e-02	1.74
2032	exm1916089	pheno_369.5	1.346e-04	8.570e-03	[[25677, 6], [221, 1]]	1.000e+00	1.747e+01	8.401e-03	1.936e+01	1.532e-02	1.82
2038	exm1916089	pheno_371	1.346e-04	4.168e-02	[[25677, 6], [1116, 1]]	1.000e+00	3.333e+00	2.696e-01	3.835e+00	8.705e-02	1.39
2039	exm1916089	pheno_371.1	1.346e-04	6.537e-03	[[25677, 6], [168, 1]]	1.000e+00	2.398e+01	3.385e-03	2.547e+01	1.157e-02	1.86
2056	exm1916089	pheno_378	1.346e-04	1.545e-02	[[25808, 3], [403, 2]]	2.000e+00	1.680e+02	5.143e-08	4.269e+01	6.672e-03	3.84
2057	exm1916089	pheno_378.1	1.346e-04	1.001e-02	[[25808, 3], [260, 1]]	1.000e+00	1.785e+02	1.593e-05	3.309e+01	1.095e-02	1.89
2060	exm1916089	pheno_379	1.346e-04	3.701e-02	[[25808, 3], [989, 3]]	3.000e+00	2.242e+01	1.803e-04	2.610e+01	8.800e-03	6.14
2061	exm1916089	pheno_379.1	1.346e-04	2.628e-03	[[25808, 3], [67, 1]]	1.000e+00	9.795e+01	8.385e-05	1.284e+02	2.820e-03	1.97
2062	exm1916089	pheno_379.2	1.346e-04	2.973e-02	[[25808, 3], [790, 1]]	1.000e+00	7.336e+00	8.739e-02	1.089e+01	3.439e-02	1.72
2063	exm1916089	pheno_379.3	1.346e-04	3.051e-03	[[25808, 3], [78, 1]]	1.000e+00	1.201e+02	4.196e-05	1.103e+02	3.278e-03	1.96
2065	exm1916089	pheno_379.5	1.346e-04	3.090e-03	[[25808, 3], [78, 2]]	2.000e+00	2.749e+02	1.862e-09	2.206e+02	1.273e-03	4.14
2069	exm1916089	pheno_380.4	1.346e-04	2.545e-02	[[27524, 7], [718, 1]]	1.000e+00	4.997e+00	1.369e-01	5.476e+00	5.692e-02	1.51
2070	exm1916089	pheno_381	1.346e-04	5.332e-02	[[26059, 7], [1467, 1]]	1.000e+00	3.095e+00	3.035e-01	2.538e+00	1.361e-01	1.23
2073	exm1916089	pheno_381.2	1.346e-04	2.437e-02	[[26059, 7], [650, 1]]	1.000e+00	5.887e+00	9.999e-02	5.727e+00	5.418e-02	1.53
2088	exm1916089	pheno_389	1.346e-04	8.851e-02	[[25884, 7], [2513, 1]]	1.000e+00	1.422e+00	7.428e-01	1.471e+00	2.591e-01	1.06
2089	exm1916089	pheno_389.1	1.346e-04	5.531e-02	[[25884, 7], [1515, 1]]	1.000e+00	2.136e+00	4.839e-01	2.441e+00	1.424e-01	1.22
2092	exm1916089	pheno_394	1.346e-04	2.368e-02	[[24812, 6], [601, 1]]	1.000e+00	5.958e+00	1.010e-01	6.881e+00	4.564e-02	1.59
2093	exm1916089	pheno_394.1	1.346e-04	6.286e-03	[[24812, 6], [156, 1]]	1.000e+00	2.575e+01	3.386e-03	2.651e+01	1.111e-02	1.87
2097	exm1916089	pheno_395	1.346e-04	9.088e-02	[[24812, 6], [2479, 2]]	2.000e+00	3.068e+00	1.786e-01	3.336e+00	8.786e-02	1.82
2098	exm1916089	pheno_395.1	1.346e-04	5.318e-02	[[24812, 6], [1392, 2]]	2.000e+00	4.975e+00	5.634e-02	5.942e+00	4.107e-02	2.49
2103	exm1916089	pheno_396	1.346e-04	3.104e-02	[[24812, 6], [794, 1]]	1.000e+00	5.495e+00	1.168e-01	5.208e+00	6.188e-02	1.50
2104	exm1916089	pheno_401	1.346e-04	4.623e-01	[[14601, 5], [12553, 3]]	3.000e+00	4.935e-01	3.722e-01	6.979e-01	3.091e-01	1.08
2105	exm1916089	pheno_401.1	1.346e-04	4.578e-01	[[14601, 5], [12327, 3]]	3.000e+00	5.000e-01	3.817e-01	7.107e-01	3.209e-01	1.07
2106	exm1916089	pheno_401.2	1.346e-04	1.503e-01	[[14601, 5], [2582, 1]]	1.000e+00	9.252e-01	9.463e-01	1.131e+00	3.862e-01	1.01
2107	exm1916089	pheno_401.21	1.346e-04	6.581e-02	[[14601, 5], [1028, 1]]	1.000e+00	1.794e+00	6.269e-01	2.841e+00	1.269e-01	1.28
2109	exm1916089	pheno_401.3	1.346e-04	7.087e-02	[[14601, 5], [1112, 2]]	2.000e+00	3.367e+00	1.709e-01	5.252e+00	5.181e-02	2.32
2110	exm1916089	pheno_411	1.346e-04	2.005e-01	[[21984, 5], [5513, 2]]	2.000e+00	1.834e+00	5.093e-01	1.595e+00	2.634e-01	1.18
2113	exm1916089	pheno_411.3	1.346e-04	4.379e-02	[[21984, 5], [1006, 1]]	1.000e+00	4.856e+00	1.730e-01	4.371e+00	7.806e-02	1.44
2114	exm1916089	pheno_411.4	1.346e-04	1.827e-01	[[21984, 5], [4913, 2]]	2.000e+00	2.160e+00	4.057e-01	1.790e+00	2.231e-01	1.25
2116	exm1916089	pheno_411.8	1.346e-04	5.623e-02	[[21984, 5], [1308, 2]]	2.000e+00	1.005e+01	1.317e-02	6.723e+00	3.802e-02	2.61
2117	exm1916089	pheno_414	1.346e-04	4.826e-02	[[21984, 5], [1113, 2]]	2.000e+00	9.425e+00	9.316e-03	7.901e+00	3.124e-02	2.79
2136	exm1916089	pheno_426	1.346e-04	1.312e-01	[[18402, 5], [2777, 2]]	2.000e+00	2.834e+00	2.285e-01	2.651e+00	1.284e-01	1.58
2137	exm1916089	pheno_426.2	1.346e-04	3.684e-02	[[18402, 5], [703, 1]]	1.000e+00	6.084e+00	1.126e-01	5.235e+00	6.398e-02	1.50
2140	exm1916089	pheno_426.23	1.346e-04	6.852e-03	[[18402, 5], [126, 1]]	1.000e+00	3.868e+01	9.838e-04	2.921e+01	1.054e-02	1.88
2141	exm1916089	pheno_426.24	1.346e-04	2.324e-02	[[18402, 5], [437, 1]]	1.000e+00	9.610e+00	4.770e-02	8.422e+00	3.827e-02	1.65
2142	exm1916089	pheno_426.25	1.346e-04	1.790e-03	[[18402, 5], [32, 1]]	1.000e+00	1.612e+02	1.161e-05	1.150e+02	2.706e-03	1.96
2143	exm1916089	pheno_426.3	1.346e-04	2.871e-02	[[18402, 5], [543, 1]]	1.000e+00	8.951e+00	5.381e-02	6.778e+00	4.831e-02	1.58
2145	exm1916089	pheno_426.32	1.346e-04	1.683e-02	[[18402, 5], [314, 1]]	1.000e+00	1.514e+01	1.936e-02	1.172e+01	2.698e-02	1.73
2147	exm1916089	pheno_426.7	1.346e-04	4.503e-02	[[18402, 5], [866, 2]]	2.000e+00	8.929e+00	1.006e-02	8.500e+00	2.863e-02	2.87
2149	exm1916089	pheno_426.9	1.346e-04	6.998e-02	[[18402, 5], [1384, 1]]	1.000e+00	3.206e+00	3.097e-01	2.659e+00	1.369e-01	1.25
2150	exm1916089	pheno_426.91	1.346e-04	5.167e-02	[[18402, 5], [1002, 1]]	1.000e+00	3.725e+00	2.536e-01	3.673e+00	9.480e-02	1.37
2152	exm1916089	pheno_427	1.346e-04	2.924e-01	[[18402, 5], [7602, 3]]	3.000e+00	1.342e+00	6.947e-01	1.452e+00	3.076e-01	1.18
2156	exm1916089	pheno_427.2	1.346e-04	1.484e-01	[[18402, 5], [3206, 2]]	2.000e+00	2.468e+00	3.270e-01	2.296e+00	1.568e-01	1.45
2157	exm1916089	pheno_427.21	1.346e-04	1.443e-01	[[18402, 5], [3102, 1]]	1.000e+00	1.216e+00	8.690e-01	1.186e+00	3.630e-01	1.02
2159	exm1916089	pheno_427.3	1.346e-04	7.711e-02	[[18402, 5], [1537, 1]]	1.000e+00	2.537e+00	4.008e-01	2.395e+00	1.545e-01	1.21
2163	exm1916089	pheno_427.5	1.346e-04	5.822e-02	[[18402, 5], [1137, 1]]	1.000e+00	3.775e+00	2.306e-01	3.237e+00	1.093e-01	1.33
2166	exm1916089	pheno_427.7	1.346e-04	1.110e-01	[[18402, 5], [2297, 1]]	1.000e+00	1.562e+00	6.860e-01	1.602e+00	2.490e-01	1.08
2167	exm1916089	pheno_427.8	1.346e-04	4.721e-02	[[18402, 5], [911, 1]]	1.000e+00	3.915e+00	2.508e-01	4.040e+00	8.522e-02	1.41
2168	exm1916089	pheno_427.9	1.346e-04	9.778e-02	[[18402, 5], [1994, 1]]	1.000e+00	1.361e+00	7.808e-01	1.846e+00	2.099e-01	1.13
2169	exm1916089	pheno_428	1.346e-04	1.231e-01	[[23397, 6], [3284, 2]]	2.000e+00	2.232e+00	3.391e-01	2.375e+00	1.409e-01	1.48
2170	exm1916089	pheno_428.1	1.346e-04	1.083e-01	[[23397, 6], [2841, 2]]	2.000e+00	2.581e+00	2.599e-01	2.745e+00	1.150e-01	1.62
2173	exm1916089	pheno_428.4	1.346e-04	3.261e-02	[[23397, 6], [788, 1]]	1.000e+00	3.994e+00	2.116e-01	4.949e+00	6.549e-02	1.48
2174	exm1916089	pheno_429	1.346e-04	6.694e-02	[[23397, 6], [1678, 1]]	1.000e+00	2.546e+00	3.904e-01	2.324e+00	1.544e-01	1.20
2176	exm1916089	pheno_429.2	1.346e-04	2.638e-02	[[23397, 6], [633, 1]]	1.000e+00	6.373e+00	9.386e-02	6.160e+00	5.148e-02	1.55
2183	exm1916089	pheno_433	1.346e-04	1.135e-01	[[24632, 6], [3151, 2]]	2.000e+00	2.162e+00	3.689e-01	2.606e+00	1.237e-01	1.57
2184	exm1916089	pheno_433.1	1.346e-04	5.329e-02	[[24632, 6], [1386, 1]]	1.000e+00	2.655e+00	3.916e-01	2.962e+00	1.167e-01	1.29
2186	exm1916089	pheno_433.12	1.346e-04	8.970e-03	[[24632, 6], [222, 1]]	1.000e+00	1.574e+01	1.654e-02	1.849e+01	1.607e-02	1.82
2187	exm1916089	pheno_433.2	1.346e-04	2.824e-02	[[24632, 6], [715, 1]]	1.000e+00	5.141e+00	1.387e-01	5.742e+00	5.559e-02	1.53
2188	exm1916089	pheno_433.21	1.346e-04	2.551e-02	[[24632, 6], [644, 1]]	1.000e+00	5.652e+00	1.186e-01	6.375e+00	4.959e-02	1.56
2189	exm1916089	pheno_433.3	1.346e-04	4.832e-02	[[24632, 6], [1249, 2]]	2.000e+00	5.286e+00	5.442e-02	6.574e+00	3.616e-02	2.61
2190	exm1916089	pheno_433.31	1.346e-04	4.370e-02	[[24632, 6], [1124, 2]]	2.000e+00	5.963e+00	3.882e-02	7.305e+00	3.173e-02	2.74
2192	exm1916089	pheno_433.6	1.346e-04	1.833e-02	[[24632, 6], [459, 1]]	1.000e+00	7.875e+00	6.453e-02	8.944e+00	3.442e-02	1.66
2193	exm1916089	pheno_433.8	1.346e-04	2.420e-02	[[24632, 6], [609, 2]]	2.000e+00	1.111e+01	4.368e-03	1.348e+01	1.535e-02	3.39
2194	exm1916089	pheno_440	1.346e-04	5.012e-02	[[24047, 4], [1267, 2]]	2.000e+00	1.334e+01	6.043e-03	9.490e+00	2.823e-02	2.93
2196	exm1916089	pheno_440.2	1.346e-04	2.710e-02	[[24047, 4], [669, 1]]	1.000e+00	1.475e+01	2.185e-02	8.986e+00	3.794e-02	1.67
2199	exm1916089	pheno_440.9	1.346e-04	7.961e-03	[[24047, 4], [192, 1]]	1.000e+00	5.532e+01	7.093e-04	3.131e+01	1.045e-02	1.89
2208	exm1916089	pheno_443	1.346e-04	4.635e-02	[[24047, 4], [1168, 1]]	1.000e+00	7.071e+00	9.561e-02	5.147e+00	6.908e-02	1.50
2212	exm1916089	pheno_443.9	1.346e-04	3.653e-02	[[24047, 4], [911, 1]]	1.000e+00	1.128e+01	4.326e-02	6.599e+00	5.275e-02	1.58
2216	exm1916089	pheno_446	1.346e-04	1.965e-02	[[24047, 4], [480, 2]]	2.000e+00	2.131e+01	4.885e-04	2.505e+01	9.600e-03	3.72
2221	exm1916089	pheno_446.6	1.346e-04	1.453e-03	[[24047, 4], [33, 2]]	2.000e+00	3.826e+02	9.053e-11	3.643e+02	6.517e-04	4.28
2223	exm1916089	pheno_446.9	1.346e-04	6.937e-03	[[24047, 4], [167, 1]]	1.000e+00	3.030e+01	2.490e-03	3.600e+01	9.072e-03	1.90
2224	exm1916089	pheno_447	1.346e-04	8.738e-03	[[24047, 4], [211, 1]]	1.000e+00	3.437e+01	1.870e-03	2.849e+01	1.150e-02	1.88
2241	exm1916089	pheno_458	1.346e-04	7.939e-02	[[24612, 6], [2122, 1]]	1.000e+00	1.957e+00	5.372e-01	1.933e+00	1.916e-01	1.14
2244	exm1916089	pheno_458.9	1.346e-04	5.992e-02	[[24612, 6], [1568, 1]]	1.000e+00	2.746e+00	3.532e-01	2.616e+00	1.346e-01	1.24
2245	exm1916089	pheno_459	1.346e-04	2.472e-02	[[24612, 6], [623, 1]]	1.000e+00	6.773e+00	7.818e-02	6.584e+00	4.787e-02	1.57
2247	exm1916089	pheno_459.9	1.346e-04	1.693e-02	[[24612, 6], [423, 1]]	1.000e+00	9.420e+00	4.016e-02	9.697e+00	3.158e-02	1.68
2248	exm1916089	pheno_464	1.346e-04	7.052e-02	[[22320, 6], [1693, 1]]	1.000e+00	1.900e+00	5.540e-01	2.197e+00	1.648e-01	1.18
2262	exm1916089	pheno_475	1.346e-04	6.085e-02	[[20936, 6], [1356, 1]]	1.000e+00	2.546e+00	3.874e-01	2.573e+00	1.372e-01	1.24
2268	exm1916089	pheno_480	1.346e-04	1.282e-01	[[22576, 7], [3321, 1]]	1.000e+00	9.932e-01	9.949e-01	9.711e-01	1.619e-01	1.00
2278	exm1916089	pheno_495	1.346e-04	6.786e-02	[[23883, 6], [1738, 1]]	1.000e+00	2.193e+00	4.701e-01	2.290e+00	1.570e-01	1.20
2282	exm1916089	pheno_496	1.346e-04	8.956e-02	[[23883, 6], [2349, 1]]	1.000e+00	1.412e+00	7.524e-01	1.695e+00	2.240e-01	1.10
2286	exm1916089	pheno_496.3	1.346e-04	1.044e-02	[[23883, 6], [251, 1]]	1.000e+00	1.464e+01	1.339e-02	1.586e+01	1.884e-02	1.79
2290	exm1916089	pheno_501	1.346e-04	1.791e-02	[[20224, 6], [368, 1]]	1.000e+00	1.028e+01	3.263e-02	9.159e+00	3.357e-02	1.67
2297	exm1916089	pheno_507	1.346e-04	1.289e-01	[[20224, 6], [2992, 1]]	1.000e+00	1.135e+00	9.077e-01	1.127e+00	3.730e-01	1.01
2299	exm1916089	pheno_509	1.346e-04	1.239e-01	[[20224, 6], [2860, 1]]	1.000e+00	1.256e+00	8.333e-01	1.179e+00	3.516e-01	1.01
2305	exm1916089	pheno_510	1.346e-04	9.670e-02	[[21705, 5], [2323, 1]]	1.000e+00	2.084e+00	5.053e-01	1.869e+00	2.068e-01	1.13
2307	exm1916089	pheno_512	1.346e-04	3.925e-02	[[21705, 5], [886, 1]]	1.000e+00	5.018e+00	1.412e-01	4.900e+00	6.880e-02	1.48
2308	exm1916089	pheno_512.1	1.346e-04	1.845e-02	[[21705, 5], [407, 1]]	1.000e+00	1.164e+01	2.547e-02	1.067e+01	2.978e-02	1.71
2326	exm1916089	pheno_520	1.346e-04	3.946e-03	[[27506, 5], [108, 1]]	1.000e+00	8.869e+01	1.931e-04	5.094e+01	5.994e-03	1.93
2327	exm1916089	pheno_520.2	1.346e-04	3.730e-03	[[27506, 5], [102, 1]]	1.000e+00	9.708e+01	1.639e-04	5.393e+01	5.660e-03	1.93
2360	exm1916089	pheno_530	1.346e-04	2.356e-01	[[19215, 5], [5922, 2]]	2.000e+00	1.231e+00	8.043e-01	1.298e+00	3.560e-01	1.07
2361	exm1916089	pheno_530.1	1.346e-04	2.156e-01	[[19215, 5], [5280, 2]]	2.000e+00	1.370e+00	7.071e-01	1.456e+00	3.009e-01	1.13
2362	exm1916089	pheno_530.11	1.346e-04	1.958e-01	[[19215, 5], [4678, 2]]	2.000e+00	1.503e+00	6.273e-01	1.643e+00	2.524e-01	1.19
2379	exm1916089	pheno_532	1.346e-04	1.125e-01	[[19215, 5], [2436, 1]]	1.000e+00	1.471e+00	7.259e-01	1.578e+00	2.538e-01	1.08
2386	exm1916089	pheno_536	1.346e-04	3.166e-02	[[25901, 7], [846, 1]]	1.000e+00	4.492e+00	1.609e-01	4.374e+00	7.311e-02	1.43
2388	exm1916089	pheno_536.7	1.346e-04	9.330e-03	[[25901, 7], [243, 1]]	1.000e+00	2.388e+01	3.630e-03	1.523e+01	1.904e-02	1.78
2396	exm1916089	pheno_550	1.346e-04	8.620e-02	[[25932, 7], [2446, 1]]	1.000e+00	1.609e+00	6.583e-01	1.515e+00	2.502e-01	1.06
2397	exm1916089	pheno_550.1	1.346e-04	2.128e-02	[[25932, 7], [563, 1]]	1.000e+00	2.025e+01	1.012e-02	6.580e+00	4.653e-02	1.57
2420	exm1916089	pheno_562	1.346e-04	1.026e-01	[[21242, 6], [2429, 1]]	1.000e+00	1.251e+00	8.391e-01	1.458e+00	2.689e-01	1.06
2421	exm1916089	pheno_562.1	1.346e-04	9.452e-02	[[21242, 6], [2217, 1]]	1.000e+00	1.397e+00	7.615e-01	1.597e+00	2.406e-01	1.08
2448	exm1916089	pheno_574	1.346e-04	3.485e-02	[[27357, 7], [987, 1]]	1.000e+00	3.617e+00	2.307e-01	3.960e+00	8.177e-02	1.40
2449	exm1916089	pheno_574.1	1.346e-04	2.778e-02	[[27357, 7], [781, 1]]	1.000e+00	4.538e+00	1.585e-01	5.004e+00	6.290e-02	1.48
2451	exm1916089	pheno_574.12	1.346e-04	7.724e-03	[[27357, 7], [212, 1]]	1.000e+00	1.537e+01	1.096e-02	1.843e+01	1.561e-02	1.82
2452	exm1916089	pheno_574.2	1.346e-04	6.463e-03	[[27357, 7], [177, 1]]	1.000e+00	1.966e+01	5.782e-03	2.208e+01	1.296e-02	1.84
2453	exm1916089	pheno_574.3	1.346e-04	1.034e-02	[[27357, 7], [285, 1]]	1.000e+00	1.245e+01	1.892e-02	1.371e+01	2.124e-02	1.76
2469	exm1916089	pheno_580	1.346e-04	3.587e-02	[[22253, 4], [827, 1]]	1.000e+00	8.255e+00	6.047e-02	6.727e+00	5.167e-02	1.59
2470	exm1916089	pheno_580.1	1.346e-04	1.269e-02	[[22253, 4], [285, 1]]	1.000e+00	2.629e+01	4.051e-03	1.952e+01	1.692e-02	1.83
2471	exm1916089	pheno_580.11	1.346e-04	4.027e-03	[[22253, 4], [89, 1]]	1.000e+00	8.077e+01	1.172e-04	6.251e+01	5.218e-03	1.94
2474	exm1916089	pheno_580.14	1.346e-04	4.072e-03	[[22253, 4], [90, 1]]	1.000e+00	7.651e+01	1.389e-04	6.181e+01	5.277e-03	1.94
2476	exm1916089	pheno_580.3	1.346e-04	1.982e-02	[[22253, 4], [449, 1]]	1.000e+00	1.547e+01	1.500e-02	1.239e+01	2.707e-02	1.75
2478	exm1916089	pheno_580.32	1.346e-04	9.612e-03	[[22253, 4], [215, 1]]	1.000e+00	3.978e+01	1.266e-03	2.588e+01	1.269e-02	1.87
2480	exm1916089	pheno_585	1.346e-04	1.625e-01	[[22253, 4], [4316, 1]]	1.000e+00	1.289e+00	8.228e-01	1.289e+00	3.487e-01	1.03
2481	exm1916089	pheno_585.1	1.346e-04	1.081e-01	[[22253, 4], [2697, 1]]	1.000e+00	2.096e+00	5.137e-01	2.063e+00	1.958e-01	1.17
2483	exm1916089	pheno_585.3	1.346e-04	1.062e-01	[[22253, 4], [2644, 1]]	1.000e+00	2.156e+00	4.994e-01	2.104e+00	1.912e-01	1.17
2487	exm1916089	pheno_586	1.346e-04	1.028e-01	[[22253, 4], [2547, 2]]	2.000e+00	4.778e+00	7.374e-02	4.368e+00	7.287e-02	2.09
2491	exm1916089	pheno_586.4	1.346e-04	1.071e-02	[[22253, 4], [240, 1]]	1.000e+00	2.472e+01	4.556e-03	2.318e+01	1.419e-02	1.85
2498	exm1916089	pheno_591	1.346e-04	1.682e-01	[[21237, 3], [4290, 4]]	3.000e+00	4.941e+00	4.182e-02	6.600e+00	4.167e-02	4.56
2499	exm1916089	pheno_592	1.346e-04	1.749e-02	[[21237, 3], [377, 1]]	1.000e+00	1.164e+01	3.705e-02	1.878e+01	1.953e-02	1.82
2500	exm1916089	pheno_592.1	1.346e-04	1.576e-02	[[21237, 3], [339, 1]]	1.000e+00	1.242e+01	3.290e-02	2.088e+01	1.751e-02	1.84
2505	exm1916089	pheno_593	1.346e-04	7.095e-02	[[21237, 3], [1620, 2]]	2.000e+00	7.510e+00	2.777e-02	8.740e+00	3.769e-02	2.77
2508	exm1916089	pheno_594	1.346e-04	3.636e-02	[[27348, 6], [1031, 1]]	1.000e+00	5.438e+00	1.185e-01	4.421e+00	7.422e-02	1.44
2509	exm1916089	pheno_594.1	1.346e-04	2.955e-02	[[27348, 6], [832, 1]]	1.000e+00	6.644e+00	8.070e-02	5.478e+00	5.852e-02	1.51
2522	exm1916089	pheno_599	1.346e-04	1.577e-01	[[21978, 4], [4115, 2]]	2.000e+00	2.097e+00	4.035e-01	2.670e+00	1.401e-01	1.58
2526	exm1916089	pheno_599.4	1.346e-04	5.283e-02	[[21978, 4], [1225, 1]]	1.000e+00	2.449e+00	4.342e-01	4.485e+00	8.038e-02	1.45
2527	exm1916089	pheno_599.5	1.346e-04	6.064e-02	[[21978, 4], [1418, 1]]	1.000e+00	2.628e+00	3.993e-01	3.875e+00	9.459e-02	1.40
2552	exm1916089	pheno_611	1.346e-04	7.429e-02	[[25961, 7], [2083, 1]]	1.000e+00	9.130e-01	9.332e-01	1.780e+00	2.062e-01	1.11
2553	exm1916089	pheno_611.1	1.346e-04	5.824e-02	[[25961, 7], [1605, 1]]	1.000e+00	1.166e+00	8.875e-01	2.311e+00	1.518e-01	1.20
2554	exm1916089	pheno_611.11	1.346e-04	1.236e-02	[[25961, 7], [324, 1]]	1.000e+00	5.779e+00	1.068e-01	1.145e+01	2.568e-02	1.72
2558	exm1916089	pheno_613	1.346e-04	5.871e-02	[[12371, 6], [771, 1]]	1.000e+00	0.000e+00	0.000e+00	2.674e+00	1.313e-01	1.25
2562	exm1916089	pheno_613.8	1.346e-04	2.366e-02	[[12371, 6], [299, 1]]	1.000e+00	0.000e+00	0.000e+00	6.896e+00	4.561e-02	1.59
2591	exm1916089	pheno_625	1.346e-04	3.739e-02	[[13870, 6], [538, 1]]	1.000e+00	0.000e+00	0.000e+00	4.297e+00	7.669e-02	1.43
2601	exm1916089	pheno_627	1.346e-04	1.575e-01	[[11066, 5], [2068, 1]]	1.000e+00	0.000e+00	0.000e+00	1.070e+00	4.147e-01	1.00
2602	exm1916089	pheno_627.1	1.346e-04	2.595e-02	[[11066, 5], [294, 1]]	1.000e+00	0.000e+00	0.000e+00	7.528e+00	4.322e-02	1.62
2603	exm1916089	pheno_627.2	1.346e-04	1.113e-01	[[11066, 5], [1385, 1]]	1.000e+00	0.000e+00	0.000e+00	1.598e+00	2.499e-01	1.08
2641	exm1916089	pheno_681	1.346e-04	9.005e-02	[[24580, 5], [2430, 3]]	3.000e+00	6.094e+00	1.352e-02	6.069e+00	3.382e-02	3.66
2645	exm1916089	pheno_681.5	1.346e-04	2.807e-02	[[24580, 5], [708, 2]]	2.000e+00	1.394e+01	1.807e-03	1.389e+01	1.618e-02	3.36
2655	exm1916089	pheno_687	1.346e-04	1.222e-01	[[23131, 4], [3220, 1]]	1.000e+00	1.625e+00	6.650e-01	1.796e+00	2.313e-01	1.12
2683	exm1916089	pheno_701	1.346e-04	4.005e-02	[[26404, 7], [1101, 1]]	1.000e+00	2.792e+00	3.381e-01	3.426e+00	9.638e-02	1.34
2689	exm1916089	pheno_702	1.346e-04	1.065e-01	[[23657, 7], [2820, 1]]	1.000e+00	1.032e+00	9.770e-01	1.198e+00	3.347e-01	1.02
2690	exm1916089	pheno_702.1	1.346e-04	6.829e-02	[[22654, 7], [1660, 1]]	1.000e+00	1.902e+00	5.572e-01	1.950e+00	1.852e-01	1.14
2691	exm1916089	pheno_702.2	1.346e-04	7.344e-02	[[22654, 7], [1795, 1]]	1.000e+00	1.407e+00	7.545e-01	1.803e+00	2.031e-01	1.11
2703	exm1916089	pheno_705.8	1.346e-04	3.514e-03	[[26651, 6], [93, 1]]	1.000e+00	4.489e+01	4.715e-04	4.776e+01	6.124e-03	1.92
