ind	SNP	pheno	maf	prev	table	logit_OR	logit_p-val	exact_OR	exact_p-val
7497	exm51	pheno_110.12	5.030e-03	4.029e-03	[[25447, 262, 1], [103, 1, 0]]	9.902e-01	9.921e-01	9.361e-01	4.250e-02
7498	exm51	pheno_110.13	5.030e-03	3.372e-03	[[25447, 262, 1], [84, 3, 0]]	3.434e+00	3.385e-02	3.400e+00	3.983e-02
7499	exm51	pheno_110.2	5.030e-03	1.670e-03	[[25447, 262, 1], [42, 1, 0]]	2.205e+00	4.325e-01	2.280e+00	1.332e-01
7500	exm51	pheno_112	5.030e-03	3.411e-02	[[25447, 262, 1], [902, 6, 0]]	6.349e-01	2.721e-01	6.423e-01	1.307e-01
7501	exm51	pheno_112.3	5.030e-03	3.836e-03	[[25447, 262, 1], [98, 1, 0]]	9.699e-01	9.757e-01	9.836e-01	5.962e-02
7502	exm51	pheno_117	5.030e-03	1.248e-02	[[25447, 262, 1], [319, 6, 0]]	1.785e+00	1.621e-01	1.805e+00	8.710e-02
7503	exm51	pheno_117.1	5.030e-03	2.909e-03	[[25447, 262, 1], [74, 1, 0]]	1.297e+00	7.954e-01	1.300e+00	2.669e-01
7504	exm51	pheno_117.4	5.030e-03	2.328e-03	[[25447, 262, 1], [59, 1, 0]]	1.616e+00	6.325e-01	1.628e+00	2.021e-01
7506	exm51	pheno_136	5.030e-03	5.178e-03	[[28533, 286, 1], [149, 1, 0]]	6.412e-01	6.579e-01	6.660e-01	3.088e-01
7507	exm51	pheno_145	5.030e-03	2.112e-02	[[27720, 280, 1], [596, 8, 0]]	1.393e+00	3.575e-01	1.317e+00	2.007e-01
7508	exm51	pheno_145.2	5.030e-03	1.064e-02	[[27720, 280, 1], [297, 4, 0]]	1.395e+00	5.089e-01	1.322e+00	2.428e-01
7509	exm51	pheno_145.3	5.030e-03	3.133e-03	[[27720, 280, 1], [87, 1, 0]]	1.172e+00	8.743e-01	1.129e+00	3.170e-01
7510	exm51	pheno_145.4	5.030e-03	1.818e-03	[[27720, 280, 1], [50, 1, 0]]	2.044e+00	4.751e-01	1.956e+00	1.609e-01
7511	exm51	pheno_145.5	5.030e-03	2.778e-03	[[27720, 280, 1], [76, 2, 0]]	2.682e+00	1.634e-01	2.566e+00	9.064e-02
7512	exm51	pheno_149	5.030e-03	3.395e-02	[[27720, 280, 1], [972, 12, 0]]	1.278e+00	4.087e-01	1.212e+00	2.349e-01
7513	exm51	pheno_149.1	5.030e-03	1.081e-02	[[27720, 280, 1], [304, 2, 0]]	6.784e-01	5.847e-01	6.478e-01	2.791e-01
7516	exm51	pheno_149.4	5.030e-03	2.710e-02	[[27720, 280, 1], [770, 10, 0]]	1.349e+00	3.561e-01	1.275e+00	2.066e-01
7517	exm51	pheno_149.5	5.030e-03	1.377e-02	[[27720, 280, 1], [384, 7, 0]]	1.864e+00	1.049e-01	1.785e+00	7.808e-02
7521	exm51	pheno_153	5.030e-03	4.134e-02	[[24192, 250, 1], [1043, 11, 0]]	1.065e+00	8.382e-01	1.012e+00	4.408e-01
7522	exm51	pheno_153.2	5.030e-03	3.528e-02	[[24192, 250, 1], [885, 9, 0]]	1.028e+00	9.349e-01	9.764e-01	1.821e-01
7523	exm51	pheno_153.3	5.030e-03	1.926e-02	[[24192, 250, 1], [475, 5, 0]]	1.061e+00	8.964e-01	1.010e+00	4.287e-01
7526	exm51	pheno_157	5.030e-03	8.602e-03	[[25097, 256, 1], [217, 3, 0]]	1.399e+00	5.641e-01	1.342e+00	2.472e-01
7527	exm51	pheno_158	5.030e-03	9.416e-03	[[25097, 256, 1], [237, 4, 0]]	1.695e+00	2.954e-01	1.636e+00	1.488e-01
7528	exm51	pheno_159	5.030e-03	1.778e-02	[[25097, 256, 1], [454, 5, 0]]	1.123e+00	7.974e-01	1.071e+00	3.793e-01
7529	exm51	pheno_159.2	5.030e-03	5.335e-03	[[25097, 256, 1], [134, 2, 0]]	1.505e+00	5.644e-01	1.448e+00	2.284e-01
7531	exm51	pheno_159.4	5.030e-03	3.341e-03	[[25097, 256, 1], [83, 2, 0]]	2.366e+00	2.265e-01	2.328e+00	1.059e-01
7532	exm51	pheno_164	5.030e-03	2.071e-03	[[27681, 272, 1], [57, 1, 0]]	1.780e+00	5.655e-01	1.766e+00	1.828e-01
7533	exm51	pheno_165	5.030e-03	4.352e-02	[[27681, 272, 1], [1251, 21, 0]]	1.814e+00	9.749e-03	1.690e+00	1.991e-02
7534	exm51	pheno_165.1	5.030e-03	4.284e-02	[[27681, 272, 1], [1230, 21, 0]]	1.844e+00	7.896e-03	1.719e+00	1.750e-02
7535	exm51	pheno_170	5.030e-03	2.399e-02	[[28318, 281, 0], [691, 12, 0]]	1.763e+00	5.662e-02	1.744e+00	4.445e-02
7536	exm51	pheno_170.1	5.030e-03	1.335e-02	[[28318, 281, 0], [380, 7, 0]]	1.856e+00	1.095e-01	1.849e+00	6.920e-02
7537	exm51	pheno_170.2	5.030e-03	1.542e-02	[[28318, 281, 0], [442, 6, 0]]	1.364e+00	4.546e-01	1.366e+00	2.001e-01
7538	exm51	pheno_172	5.030e-03	1.130e-01	[[23835, 243, 0], [3040, 27, 1]]	9.941e-01	9.766e-01	9.363e-01	2.085e-01
7539	exm51	pheno_172.1	5.030e-03	4.747e-02	[[23835, 243, 0], [1184, 15, 1]]	1.477e+00	1.238e-01	1.407e+00	9.376e-02
7540	exm51	pheno_172.11	5.030e-03	4.137e-02	[[23835, 243, 0], [1027, 11, 1]]	1.304e+00	3.548e-01	1.241e+00	2.074e-01
7541	exm51	pheno_172.2	5.030e-03	8.372e-02	[[23835, 243, 0], [2183, 16, 1]]	8.446e-01	4.986e-01	8.099e-01	1.219e-01
7542	exm51	pheno_172.21	5.030e-03	1.003e-02	[[23835, 243, 0], [242, 2, 0]]	8.649e-01	8.392e-01	8.114e-01	7.729e-02
7543	exm51	pheno_172.22	5.030e-03	7.134e-03	[[23835, 243, 0], [171, 2, 0]]	1.229e+00	7.737e-01	1.146e+00	3.299e-01
7544	exm51	pheno_172.3	5.030e-03	7.052e-03	[[23835, 243, 0], [169, 2, 0]]	1.231e+00	7.714e-01	1.160e+00	3.240e-01
7545	exm51	pheno_173	5.030e-03	6.963e-02	[[23835, 243, 0], [1787, 15, 0]]	8.437e-01	5.272e-01	8.241e-01	1.726e-05
7546	exm51	pheno_174	5.030e-03	5.784e-02	[[25365, 256, 1], [1555, 18, 0]]	1.156e+00	5.705e-01	1.137e+00	2.755e-01
7547	exm51	pheno_174.1	5.030e-03	1.066e-01	[[12025, 122, 0], [1433, 17, 0]]	0.000e+00	0.000e+00	1.168e+00	2.503e-01
7548	exm51	pheno_174.11	5.030e-03	1.059e-01	[[12025, 122, 0], [1421, 17, 0]]	0.000e+00	0.000e+00	1.178e+00	2.410e-01
7550	exm51	pheno_175	5.030e-03	2.855e-02	[[11116, 112, 0], [325, 5, 0]]	0.000e+00	0.000e+00	1.523e+00	1.610e-01
7551	exm51	pheno_180	5.030e-03	3.105e-02	[[12015, 125, 0], [386, 3, 0]]	0.000e+00	0.000e+00	7.480e-01	3.644e-02
7552	exm51	pheno_180.1	5.030e-03	1.309e-02	[[12015, 125, 0], [160, 1, 0]]	0.000e+00	0.000e+00	6.020e-01	3.784e-02
7553	exm51	pheno_180.3	5.030e-03	1.931e-02	[[12015, 125, 0], [237, 2, 0]]	0.000e+00	0.000e+00	8.119e-01	7.622e-02
7554	exm51	pheno_182	5.030e-03	2.358e-02	[[12497, 130, 0], [300, 5, 0]]	0.000e+00	0.000e+00	1.597e+00	1.418e-01
7555	exm51	pheno_184	5.030e-03	3.367e-02	[[12698, 132, 0], [442, 5, 0]]	0.000e+00	0.000e+00	1.088e+00	3.656e-01
7556	exm51	pheno_184.1	5.030e-03	2.522e-02	[[12698, 132, 0], [328, 4, 0]]	0.000e+00	0.000e+00	1.172e+00	3.142e-01
7557	exm51	pheno_184.11	5.030e-03	2.031e-02	[[12698, 132, 0], [263, 3, 0]]	0.000e+00	0.000e+00	1.097e+00	3.585e-01
7558	exm51	pheno_184.2	5.030e-03	1.209e-02	[[12698, 132, 0], [155, 2, 0]]	0.000e+00	0.000e+00	1.240e+00	2.918e-01
7559	exm51	pheno_185	5.030e-03	1.422e-01	[[9585, 98, 1], [1593, 13, 0]]	0.000e+00	0.000e+00	7.830e-01	1.326e-01
7560	exm51	pheno_187	5.030e-03	8.075e-03	[[11675, 116, 1], [95, 1, 0]]	0.000e+00	0.000e+00	1.041e+00	3.484e-01
7562	exm51	pheno_187.2	5.030e-03	4.895e-03	[[11675, 116, 1], [57, 1, 0]]	0.000e+00	0.000e+00	1.729e+00	1.873e-01
7563	exm51	pheno_189	5.030e-03	3.627e-02	[[27965, 282, 0], [1052, 11, 0]]	1.109e+00	7.408e-01	1.037e+00	4.112e-01
7564	exm51	pheno_189.1	5.030e-03	2.104e-02	[[27965, 282, 0], [600, 7, 0]]	1.209e+00	6.235e-01	1.156e+00	3.084e-01
7565	exm51	pheno_189.11	5.030e-03	1.879e-02	[[27965, 282, 0], [537, 4, 0]]	7.710e-01	6.078e-01	7.396e-01	2.118e-03
7566	exm51	pheno_189.12	5.030e-03	3.422e-03	[[27965, 282, 0], [94, 3, 0]]	3.424e+00	3.779e-02	3.131e+00	4.647e-02
7567	exm51	pheno_189.2	5.030e-03	1.729e-02	[[27965, 282, 0], [492, 5, 0]]	1.107e+00	8.254e-01	1.008e+00	4.311e-01
7568	exm51	pheno_189.21	5.030e-03	1.705e-02	[[27965, 282, 0], [485, 5, 0]]	1.124e+00	8.001e-01	1.022e+00	4.190e-01
7569	exm51	pheno_189.4	5.030e-03	6.437e-03	[[27965, 282, 0], [181, 2, 0]]	1.158e+00	8.375e-01	1.095e+00	3.536e-01
7571	exm51	pheno_191	5.030e-03	2.753e-02	[[27626, 282, 1], [781, 9, 0]]	1.105e+00	7.697e-01	1.120e+00	3.281e-01
7572	exm51	pheno_191.1	5.030e-03	2.231e-02	[[27626, 282, 1], [630, 7, 0]]	1.064e+00	8.710e-01	1.080e+00	3.697e-01
7573	exm51	pheno_191.11	5.030e-03	2.019e-02	[[27626, 282, 1], [568, 7, 0]]	1.177e+00	6.714e-01	1.198e+00	2.793e-01
7574	exm51	pheno_193	5.030e-03	1.863e-02	[[28166, 285, 1], [533, 7, 0]]	1.285e+00	5.141e-01	1.287e+00	2.262e-01
7575	exm51	pheno_194	5.030e-03	3.328e-03	[[28166, 285, 1], [93, 2, 0]]	2.037e+00	3.206e-01	2.099e+00	1.252e-01
7576	exm51	pheno_195	5.030e-03	7.221e-02	[[20650, 203, 0], [1607, 16, 0]]	1.044e+00	8.688e-01	1.013e+00	4.425e-01
7577	exm51	pheno_195.1	5.030e-03	4.685e-02	[[20650, 203, 0], [1014, 11, 0]]	1.135e+00	6.860e-01	1.103e+00	3.374e-01
7578	exm51	pheno_196	5.030e-03	3.257e-02	[[20650, 203, 0], [698, 4, 0]]	6.072e-01	3.256e-01	5.841e-01	1.279e-01
7579	exm51	pheno_197	5.030e-03	1.461e-01	[[20650, 203, 0], [3531, 36, 1]]	1.129e+00	4.962e-01	1.095e+00	2.856e-01
7580	exm51	pheno_198	5.030e-03	1.490e-01	[[20650, 203, 0], [3613, 38, 1]]	1.183e+00	3.400e-01	1.126e+00	2.330e-01
7581	exm51	pheno_198.1	5.030e-03	8.226e-02	[[20650, 203, 0], [1846, 22, 1]]	1.382e+00	1.380e-01	1.321e+00	1.025e-01
7582	exm51	pheno_198.2	5.030e-03	5.604e-02	[[20650, 203, 0], [1220, 17, 1]]	1.669e+00	3.456e-02	1.581e+00	3.998e-02
7583	exm51	pheno_198.3	5.030e-03	2.633e-02	[[20650, 203, 0], [555, 9, 0]]	1.716e+00	1.182e-01	1.644e+00	8.293e-02
7584	exm51	pheno_198.4	5.030e-03	4.093e-02	[[20650, 203, 0], [880, 9, 1]]	1.312e+00	3.828e-01	1.271e+00	2.017e-01
7585	exm51	pheno_198.5	5.030e-03	2.792e-02	[[20650, 203, 0], [594, 5, 0]]	8.901e-01	7.984e-01	8.569e-01	5.263e-02
7586	exm51	pheno_198.6	5.030e-03	3.899e-02	[[20650, 203, 0], [837, 9, 0]]	1.146e+00	6.919e-01	1.093e+00	3.529e-01
7587	exm51	pheno_198.7	5.030e-03	1.535e-02	[[20650, 203, 0], [321, 3, 1]]	1.650e+00	2.688e-01	1.585e+00	1.442e-01
7588	exm51	pheno_199	5.030e-03	7.415e-02	[[20650, 203, 0], [1654, 16, 0]]	1.004e+00	9.874e-01	9.841e-01	2.758e-01
7589	exm51	pheno_199.4	5.030e-03	2.535e-03	[[20650, 203, 0], [52, 1, 0]]	1.893e+00	5.297e-01	1.947e+00	1.618e-01
7590	exm51	pheno_200	5.030e-03	1.873e-02	[[26720, 258, 1], [507, 8, 0]]	1.639e+00	1.690e-01	1.617e+00	9.801e-02
7591	exm51	pheno_200.1	5.030e-03	7.286e-03	[[26720, 258, 1], [195, 3, 0]]	1.584e+00	4.283e-01	1.577e+00	1.805e-01
7592	exm51	pheno_201	5.030e-03	1.169e-02	[[26720, 258, 1], [315, 4, 0]]	1.272e+00	6.342e-01	1.303e+00	2.505e-01
7593	exm51	pheno_202	5.030e-03	3.564e-02	[[26720, 258, 1], [985, 12, 0]]	1.276e+00	4.097e-01	1.250e+00	2.075e-01
7594	exm51	pheno_202.2	5.030e-03	3.308e-02	[[26720, 258, 1], [911, 12, 0]]	1.381e+00	2.754e-01	1.351e+00	1.494e-01
7595	exm51	pheno_202.21	5.030e-03	9.545e-03	[[26720, 258, 1], [255, 5, 0]]	2.089e+00	1.031e-01	2.005e+00	7.591e-02
7596	exm51	pheno_202.22	5.030e-03	6.810e-03	[[26720, 258, 1], [180, 5, 0]]	2.903e+00	1.835e-02	2.829e+00	2.971e-02
7597	exm51	pheno_202.23	5.030e-03	7.030e-03	[[26720, 258, 1], [186, 5, 0]]	2.776e+00	2.382e-02	2.739e+00	3.240e-02
7598	exm51	pheno_202.24	5.030e-03	9.909e-03	[[26720, 258, 1], [265, 5, 0]]	2.003e+00	1.241e-01	1.930e+00	8.428e-02
7599	exm51	pheno_204	5.030e-03	3.457e-02	[[26720, 258, 1], [954, 12, 0]]	1.284e+00	3.978e-01	1.291e+00	1.819e-01
7600	exm51	pheno_204.1	5.030e-03	1.598e-02	[[26720, 258, 1], [434, 4, 0]]	8.951e-01	8.266e-01	9.474e-01	9.056e-02
7601	exm51	pheno_204.11	5.030e-03	1.147e-02	[[26720, 258, 1], [309, 4, 0]]	1.222e+00	6.936e-01	1.328e+00	2.402e-01
7602	exm51	pheno_204.12	5.030e-03	8.016e-03	[[26720, 258, 1], [217, 1, 0]]	4.783e-01	4.617e-01	4.748e-01	1.761e-01
7603	exm51	pheno_204.2	5.030e-03	1.255e-02	[[26720, 258, 1], [342, 1, 0]]	3.036e-01	2.341e-01	3.015e-01	3.269e-02
7604	exm51	pheno_204.21	5.030e-03	1.125e-02	[[26720, 258, 1], [306, 1, 0]]	3.382e-01	2.793e-01	3.369e-01	5.718e-02
7605	exm51	pheno_204.22	5.030e-03	3.950e-03	[[26720, 258, 1], [106, 1, 0]]	9.744e-01	9.793e-01	9.696e-01	5.192e-02
7607	exm51	pheno_204.4	5.030e-03	1.270e-02	[[26720, 258, 1], [339, 8, 0]]	2.511e+00	1.067e-02	2.409e+00	2.165e-02
7608	exm51	pheno_208	5.030e-03	8.520e-02	[[25210, 257, 1], [2348, 24, 0]]	1.048e+00	8.276e-01	9.949e-01	2.934e-01
7610	exm51	pheno_210	5.030e-03	5.788e-03	[[27720, 280, 1], [161, 2, 0]]	1.261e+00	7.437e-01	1.220e+00	2.999e-01
7611	exm51	pheno_211	5.030e-03	1.365e-02	[[26464, 272, 1], [366, 4, 0]]	1.086e+00	8.704e-01	1.055e+00	3.894e-01
7612	exm51	pheno_212	5.030e-03	4.470e-03	[[29101, 293, 1], [130, 2, 0]]	1.543e+00	5.415e-01	1.514e+00	2.128e-01
7613	exm51	pheno_213	5.030e-03	4.712e-03	[[22171, 217, 0], [104, 2, 0]]	1.951e+00	3.517e-01	1.956e+00	1.404e-01
7617	exm51	pheno_216	5.030e-03	5.231e-02	[[25940, 257, 0], [1430, 15, 1]]	1.200e+00	4.684e-01	1.200e+00	2.180e-01
7618	exm51	pheno_217	5.030e-03	4.824e-03	[[25940, 257, 0], [126, 1, 0]]	8.091e-01	8.333e-01	8.018e-01	4.143e-02
7619	exm51	pheno_217.1	5.030e-03	3.765e-03	[[25940, 257, 0], [98, 1, 0]]	1.050e+00	9.617e-01	1.030e+00	3.538e-01
7620	exm51	pheno_218	5.030e-03	2.336e-02	[[13532, 142, 0], [324, 3, 0]]	0.000e+00	0.000e+00	8.829e-01	1.241e-01
7621	exm51	pheno_218.1	5.030e-03	2.147e-02	[[13532, 142, 0], [297, 3, 0]]	0.000e+00	0.000e+00	9.628e-01	1.775e-01
7629	exm51	pheno_225	5.030e-03	1.542e-02	[[27626, 282, 1], [434, 3, 0]]	6.771e-01	5.023e-01	6.735e-01	2.628e-01
7631	exm51	pheno_227	5.030e-03	8.330e-03	[[28166, 285, 1], [237, 2, 0]]	8.341e-01	7.985e-01	8.289e-01	6.405e-02
7632	exm51	pheno_228	5.030e-03	6.334e-03	[[28728, 292, 1], [182, 3, 0]]	1.600e+00	4.195e-01	1.606e+00	1.740e-01
7633	exm51	pheno_228.1	5.030e-03	4.494e-03	[[28728, 292, 1], [128, 3, 0]]	2.281e+00	1.574e-01	2.275e+00	8.662e-02
7634	exm51	pheno_229	5.030e-03	4.818e-03	[[28835, 290, 1], [140, 1, 0]]	7.218e-01	7.452e-01	7.064e-01	3.295e-01
7635	exm51	pheno_240	5.030e-03	1.003e-02	[[23261, 239, 1], [237, 1, 0]]	4.027e-01	3.650e-01	4.085e-01	1.268e-01
7636	exm51	pheno_241	5.030e-03	3.455e-02	[[23261, 239, 1], [831, 10, 0]]	1.146e+00	6.773e-01	1.160e+00	2.885e-01
7637	exm51	pheno_241.1	5.030e-03	1.645e-02	[[23261, 239, 1], [389, 4, 0]]	9.795e-01	9.673e-01	9.925e-01	1.414e-01
7638	exm51	pheno_241.2	5.030e-03	2.258e-02	[[23261, 239, 1], [537, 6, 0]]	1.062e+00	8.848e-01	1.078e+00	3.731e-01
7639	exm51	pheno_242	5.030e-03	2.193e-02	[[23261, 239, 1], [521, 6, 0]]	1.114e+00	7.942e-01	1.111e+00	3.468e-01
7640	exm51	pheno_242.1	5.030e-03	1.119e-02	[[23261, 239, 1], [264, 2, 0]]	7.300e-01	6.587e-01	7.322e-01	2.470e-02
7641	exm51	pheno_242.2	5.030e-03	3.519e-03	[[23261, 239, 1], [82, 1, 0]]	1.174e+00	8.730e-01	1.176e+00	3.017e-01
7642	exm51	pheno_242.3	5.030e-03	2.165e-03	[[23261, 239, 1], [50, 1, 0]]	1.914e+00	5.181e-01	1.921e+00	1.646e-01
7643	exm51	pheno_244	5.030e-03	1.401e-01	[[23261, 239, 1], [3793, 37, 0]]	9.602e-01	8.229e-01	9.418e-01	2.389e-01
7644	exm51	pheno_244.1	5.030e-03	3.653e-02	[[23261, 239, 1], [879, 12, 0]]	1.322e+00	3.500e-01	1.315e+00	1.681e-01
7645	exm51	pheno_244.2	5.030e-03	6.258e-03	[[23261, 239, 1], [147, 1, 0]]	6.576e-01	6.761e-01	6.577e-01	3.271e-01
7646	exm51	pheno_244.4	5.030e-03	1.237e-01	[[23261, 239, 1], [3288, 28, 0]]	8.290e-01	3.596e-01	8.227e-01	3.501e-04
7648	exm51	pheno_245	5.030e-03	8.187e-03	[[23261, 239, 1], [193, 1, 0]]	4.982e-01	4.880e-01	5.014e-01	2.110e-01
7650	exm51	pheno_245.2	5.030e-03	5.417e-03	[[23261, 239, 1], [127, 1, 0]]	7.558e-01	7.807e-01	7.609e-01	3.349e-02
7651	exm51	pheno_246	5.030e-03	1.040e-02	[[23261, 239, 1], [244, 3, 0]]	1.181e+00	7.757e-01	1.186e+00	3.122e-01
7652	exm51	pheno_246.7	5.030e-03	3.942e-03	[[23261, 239, 1], [91, 2, 0]]	2.096e+00	2.991e-01	2.109e+00	1.242e-01
7654	exm51	pheno_250	5.030e-03	1.888e-01	[[21302, 231, 1], [4975, 37, 0]]	6.888e-01	3.821e-02	6.811e-01	1.040e-04
7655	exm51	pheno_250.1	5.030e-03	6.411e-02	[[21302, 231, 1], [1464, 11, 0]]	6.901e-01	2.298e-01	6.881e-01	5.604e-03
7657	exm51	pheno_250.12	5.030e-03	8.153e-03	[[21302, 231, 1], [176, 1, 0]]	5.183e-01	5.120e-01	5.208e-01	2.347e-01
7658	exm51	pheno_250.13	5.030e-03	6.322e-03	[[21302, 231, 1], [136, 1, 0]]	6.712e-01	6.910e-01	6.734e-01	3.455e-01
7659	exm51	pheno_250.14	5.030e-03	1.157e-02	[[21302, 231, 1], [251, 1, 0]]	3.703e-01	3.216e-01	3.655e-01	9.229e-02
7661	exm51	pheno_250.2	5.030e-03	1.784e-01	[[21302, 231, 1], [4641, 34, 0]]	6.780e-01	3.756e-02	6.710e-01	8.237e-03
7663	exm51	pheno_250.22	5.030e-03	3.634e-02	[[21302, 231, 1], [807, 5, 0]]	5.802e-01	2.296e-01	5.678e-01	8.232e-02
7664	exm51	pheno_250.23	5.030e-03	1.721e-02	[[21302, 231, 1], [375, 2, 0]]	4.971e-01	3.252e-01	4.889e-01	1.288e-01
7665	exm51	pheno_250.24	5.030e-03	3.845e-02	[[21302, 231, 1], [855, 6, 0]]	6.556e-01	3.093e-01	6.428e-01	1.319e-01
7666	exm51	pheno_250.25	5.030e-03	1.052e-02	[[21302, 231, 1], [226, 3, 0]]	1.235e+00	7.161e-01	1.212e+00	2.996e-01
7667	exm51	pheno_250.3	5.030e-03	4.255e-02	[[21302, 231, 1], [953, 4, 0]]	3.881e-01	6.071e-02	3.850e-01	6.132e-03
7668	exm51	pheno_250.4	5.030e-03	6.018e-02	[[21302, 231, 1], [1367, 12, 0]]	8.178e-01	4.983e-01	8.034e-01	1.390e-01
7669	exm51	pheno_250.41	5.030e-03	9.886e-03	[[21302, 231, 1], [213, 2, 0]]	8.695e-01	8.439e-01	8.591e-01	3.267e-02
7670	exm51	pheno_250.42	5.030e-03	4.990e-02	[[21302, 231, 1], [1122, 9, 0]]	7.484e-01	3.950e-01	7.344e-01	5.458e-02
7671	exm51	pheno_250.6	5.030e-03	2.380e-02	[[21302, 231, 1], [519, 6, 0]]	1.078e+00	8.557e-01	1.057e+00	3.911e-01
7672	exm51	pheno_250.7	5.030e-03	1.900e-02	[[21302, 231, 1], [412, 5, 0]]	1.116e+00	8.088e-01	1.109e+00	3.510e-01
7673	exm51	pheno_251	5.030e-03	5.527e-03	[[25463, 264, 1], [142, 1, 0]]	6.700e-01	6.898e-01	6.752e-01	3.275e-01
7674	exm51	pheno_251.1	5.030e-03	1.188e-02	[[19243, 211, 1], [233, 1, 0]]	3.897e-01	3.476e-01	3.890e-01	1.186e-01
7675	exm51	pheno_252	5.030e-03	1.312e-02	[[25463, 264, 1], [339, 3, 0]]	8.520e-01	7.835e-01	8.478e-01	9.231e-03
7676	exm51	pheno_252.1	5.030e-03	1.065e-02	[[25463, 264, 1], [274, 3, 0]]	1.058e+00	9.233e-01	1.048e+00	3.892e-01
7678	exm51	pheno_253	5.030e-03	1.854e-02	[[25463, 264, 1], [483, 3, 0]]	5.742e-01	3.419e-01	5.958e-01	1.797e-01
7680	exm51	pheno_253.2	5.030e-03	1.084e-02	[[25463, 264, 1], [280, 2, 0]]	6.461e-01	5.426e-01	6.849e-01	3.183e-01
7681	exm51	pheno_253.3	5.030e-03	4.450e-03	[[25463, 264, 1], [114, 1, 0]]	8.254e-01	8.484e-01	8.404e-01	1.805e-03
7682	exm51	pheno_253.4	5.030e-03	5.950e-03	[[25463, 264, 1], [152, 2, 0]]	1.265e+00	7.405e-01	1.258e+00	2.858e-01
7683	exm51	pheno_255	5.030e-03	2.112e-02	[[25463, 264, 1], [550, 5, 0]]	8.655e-01	7.493e-01	8.708e-01	3.499e-02
7684	exm51	pheno_255.1	5.030e-03	5.220e-03	[[25463, 264, 1], [133, 2, 0]]	1.429e+00	6.166e-01	1.436e+00	2.315e-01
7685	exm51	pheno_255.11	5.030e-03	2.056e-03	[[25463, 264, 1], [52, 1, 0]]	1.817e+00	5.538e-01	1.833e+00	1.745e-01
7686	exm51	pheno_255.12	5.030e-03	1.707e-03	[[25463, 264, 1], [43, 1, 0]]	2.231e+00	4.237e-01	2.212e+00	1.382e-01
7687	exm51	pheno_255.2	5.030e-03	1.353e-02	[[25463, 264, 1], [350, 3, 0]]	8.145e-01	7.243e-01	8.212e-01	8.774e-02
7691	exm51	pheno_257	5.030e-03	2.924e-02	[[11898, 120, 1], [354, 8, 0]]	0.000e+00	0.000e+00	2.190e+00	3.236e-02
7692	exm51	pheno_257.1	5.030e-03	2.853e-02	[[11898, 120, 1], [345, 8, 0]]	0.000e+00	0.000e+00	2.247e+00	2.940e-02
7700	exm51	pheno_260	5.030e-03	7.998e-02	[[21772, 231, 1], [1898, 15, 0]]	7.448e-01	2.692e-01	7.395e-01	4.962e-02
7701	exm51	pheno_260.1	5.030e-03	3.397e-03	[[21772, 231, 1], [74, 1, 0]]	1.270e+00	8.113e-01	1.261e+00	2.771e-01
7702	exm51	pheno_260.2	5.030e-03	3.147e-02	[[21772, 231, 1], [709, 6, 0]]	7.966e-01	5.826e-01	7.916e-01	1.125e-01
7703	exm51	pheno_260.6	5.030e-03	2.417e-02	[[21772, 231, 1], [541, 4, 0]]	6.950e-01	4.707e-01	6.920e-01	5.405e-03
7704	exm51	pheno_261	5.030e-03	8.022e-02	[[21772, 231, 1], [1901, 18, 0]]	9.075e-01	6.951e-01	8.853e-01	1.144e-01
7705	exm51	pheno_261.2	5.030e-03	2.187e-02	[[21772, 231, 1], [488, 4, 0]]	7.848e-01	6.325e-01	7.668e-01	7.788e-02
7706	exm51	pheno_261.4	5.030e-03	6.246e-02	[[21772, 231, 1], [1454, 12, 0]]	7.887e-01	4.268e-01	7.721e-01	9.316e-02
7708	exm51	pheno_264	5.030e-03	5.809e-02	[[21772, 231, 1], [1343, 14, 0]]	9.539e-01	8.699e-01	9.742e-01	2.379e-01
7709	exm51	pheno_264.2	5.030e-03	3.483e-02	[[21772, 231, 1], [787, 7, 0]]	8.248e-01	6.185e-01	8.318e-01	2.117e-02
7710	exm51	pheno_269	5.030e-03	2.186e-02	[[27367, 281, 1], [616, 2, 0]]	3.104e-01	9.951e-02	3.151e-01	9.554e-03
7711	exm51	pheno_270	5.030e-03	2.072e-02	[[27367, 281, 1], [579, 6, 0]]	1.003e+00	9.934e-01	1.002e+00	4.402e-01
7712	exm51	pheno_270.1	5.030e-03	2.057e-03	[[27367, 281, 1], [56, 1, 0]]	1.688e+00	6.059e-01	1.720e+00	1.888e-01
7714	exm51	pheno_270.3	5.030e-03	1.706e-02	[[27367, 281, 1], [475, 5, 0]]	1.038e+00	9.348e-01	1.018e+00	4.228e-01
7715	exm51	pheno_270.32	5.030e-03	1.134e-02	[[27367, 281, 1], [312, 5, 0]]	1.621e+00	2.855e-01	1.545e+00	1.540e-01
7720	exm51	pheno_272	5.030e-03	3.256e-01	[[18414, 180, 1], [8886, 93, 0]]	1.148e+00	3.153e-01	1.059e+00	3.099e-01
7721	exm51	pheno_272.1	5.030e-03	3.248e-01	[[18414, 180, 1], [8854, 93, 0]]	1.153e+00	2.997e-01	1.062e+00	3.004e-01
7722	exm51	pheno_272.11	5.030e-03	1.705e-01	[[18414, 180, 1], [3784, 38, 0]]	1.141e+00	4.769e-01	1.016e+00	4.361e-01
