"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
1,22698447,"rs7524102",555.2,21297633,"Ulcerative colitis","Intergenic","MIR4418 - ZBTB40",2E-13,1.10,"[1.05-1.16]","Intergenic",0.83,"6,687 European ancestry cases, 19,718 European ancestry controls","rs7524102",555.2,"Ulcerative colitis",346,21248,0.77,0.01823,1,22698447,"","rs7524102","",0.17770000,1.1600,"Bone mineral density (total hip) || Ulcerative colitis || Dupuytren's disease || Bone mineral density (hip) || Bone mineral density (femoral neck) || Bone mineral density (spine)",NULL,-0.644046,10,"digestive"
6,138006504,"rs6920220",555.2,21297633,"Ulcerative colitis","Intergenic","BTF3L4P3 - TNFAIP3",8E-17,1.14,"[1.09-1.20]","Intergenic",0.21,"6,687 European ancestry cases, 19,718 European ancestry controls","rs6920220",555.2,"Ulcerative colitis",346,21248,1.19,0.0494,6,138006504,"","rs6920220","",0.22290000,10.2100,"Rheumatoid arthritis || Inflammatory bowel disease || Ulcerative colitis",NULL,1.286763,10,"digestive"
10,35554054,"rs12261843",555.2,21297633,"Ulcerative colitis","CCNY","CCNY",7E-10,1.07,"[1.03-1.12]","intron",0.29,"6,687 European ancestry cases, 19,718 European ancestry controls","rs12261843",555.2,"Ulcerative colitis",346,21248,1.28,0.00531,10,35554054,"CCNY","rs12261843","Silent",0.28140000,5.6240,"Ulcerative colitis","Ulcerative colitis",0.299923,10,"digestive"
13,27531267,"rs17085007",555.2,21297633,"Ulcerative colitis","Intergenic","FGFR1OP2P1 - RPS21P8",1E-16,1.16,"[1.10-1.21]","Intergenic",0.18,"6,687 European ancestry cases, 19,718 European ancestry controls","rs17085007",555.2,"Ulcerative colitis",346,21248,1.25,0.01776,13,27531267,"","rs17085007","",0.17500000,3.7310,"Inflammatory bowel disease || Ulcerative colitis",NULL,-0.055561,10,"digestive"
16,86014241,"rs16940202",555.2,21297633,"Ulcerative colitis","Intergenic","IRF8 - FENDRR",6E-19,1.15,"[1.10-1.21]","Intergenic",0.18,"6,687 European ancestry cases, 19,718 European ancestry controls","rs16940202",555.2,"Ulcerative colitis",346,21248,1.27,0.01456,16,86014241,"","rs16940202","",0.16550000,2.9030,"Ulcerative colitis",NULL,-0.227035,10,"digestive"
21,45615023,"rs2838519",555.2,21297633,"Ulcerative colitis","ICOSLG","C21orf33 - ICOSLG",6E-11,1.14,"[1.05-1.22]","Intergenic",0.39,"6,687 European ancestry cases, 19,718 European ancestry controls","rs2838519",555.2,"Ulcerative colitis",346,21248,1.20,0.01867,21,45615023,"","rs2838519","",0.39810000,2.4170,"Ulcerative colitis || Crohn's disease",NULL,-0.334097,10,"digestive"
1,200877562,"rs7554511",555.2,21297633,"Ulcerative colitis","C1orf106","C1orf106",2E-13,1.19,"[1.14-1.25]","intron",0.72,"6,687 European ancestry cases, 19,718 European ancestry controls","rs7554511",555.2,"Ulcerative colitis",346,21248,0.80,0.01188,1,200877562,"C1orf106","rs7554511","Silent,Silent",0.28660000,7.5840,"Inflammatory bowel disease || Crohn's disease || Ulcerative colitis","Multiple sclerosis || Crohn's disease || Inflammatory bowel disease || Ulcerative colitis",0.669308,10,"digestive"
6,32432835,"rs9268923",555.2,20228798,"Ulcerative colitis","HLA-DRA","HLA-DRB9 - HLA-DRB5",4E-15,1.45,"[1.33-1.59]","Intergenic",0.67,"1,043 German cases, 1,703 German controls","rs9268923",555.2,"Ulcerative colitis",346,21248,0.66,0.000006343,6,32432835,"","rs9268923","",0.34280000,0.3720,"Ulcerative colitis",NULL,-0.933714,10,"digestive"
13,27531267,"rs17085007",555.2,19915573,"Ulcerative colitis","USP12","FGFR1OP2P1 - RPS21P8",7E-8,1.35,"[1.21-1.51]","Intergenic",0.23,"376 Japanese cases, 934 Japanese controls","rs17085007",555.2,"Ulcerative colitis",346,21248,1.25,0.01776,13,27531267,"","rs17085007","",0.17500000,3.7310,"Inflammatory bowel disease || Ulcerative colitis",NULL,-0.055561,10,"digestive"
6,32433167,"rs2395185",555.2,19915573,"Ulcerative colitis","Intergenic","HLA-DRB9 - HLA-DRB5",5E-22,1.92,"[1.68-2.19]","Intergenic",0.61,"376 Japanese cases, 934 Japanese controls","rs2395185",555.2,"Ulcerative colitis",346,21248,0.66,0.000006401,6,32433167,"","rs2395185","",0.34280000,0.2810,"Ulcerative colitis || Hodgkin's lymphoma (Total cHL)",NULL,-0.986232,10,"digestive"
16,68591230,"rs1728785",555.2,19915572,"Ulcerative colitis","CDH1","ZFP90",3E-8,1.17,"[1.07-1.27]","intron",0.76,"2,361 European ancestry cases, 5,417 European ancestry controls","rs1728785",555.2,"Ulcerative colitis",346,21248,0.79,0.01348,16,68591230,"ZFP90","rs1728785","Silent",0.22700000,4.6440,"Ulcerative colitis","Ulcerative colitis || HIV-1 viral setpoint || Reasoning (risperidone)",0.119738,10,"digestive"
1,20142866,"rs3806308",555.2,19122664,"Ulcerative colitis","RNF186","RNF186",7E-9,1.28,"","nearGene-5",0.63,"1,022 cases, 2,503 controls","rs3806308",555.2,"Ulcerative colitis",346,21248,0.84,0.03391,1,20142866,"","rs3806308","",0.38270000,5.0260,"Ulcerative colitis",NULL,0.190399,10,"digestive"
6,32433167,"rs2395185",555.2,19122664,"Ulcerative colitis","BTNL2, HLA-DRA, HLA-DRB5, HLA-DRB1, HLA-DQA1, HLA-DQB1","HLA-DRB9 - HLA-DRB5",1E-16,1.52,"","Intergenic",0.67,"1,022 cases, 2,503 controls","rs2395185",555.2,"Ulcerative colitis",346,21248,0.66,0.000006401,6,32433167,"","rs2395185","",0.34280000,0.2810,"Ulcerative colitis || Hodgkin's lymphoma (Total cHL)",NULL,-0.986232,10,"digestive"
12,68504592,"rs1558744",555.2,19122664,"Ulcerative colitis","IFNG, IL26, IL22","RPL39P28 - IFNG",3E-12,1.35,"","Intergenic",0.38,"1,022 cases, 2,503 controls","rs1558744",555.2,"Ulcerative colitis",346,21248,1.24,0.004917,12,68504592,"","rs1558744","",0.41030000,3.9190,"Ulcerative colitis",NULL,-0.018519,10,"digestive"
6,32431147,"rs9268877",555.2,18836448,"Ulcerative colitis","HLA-DRA, BTNL2","HLA-DRB9 - HLA-DRB5",6E-18,1.45,"[1.33-1.58]","Intergenic",0.45,"1,167 cases,777 controls","rs9268877",555.2,"Ulcerative colitis",346,21248,1.56,0.000000102,6,32431147,"","rs9268877","",0.40760000,1.3660,"Ulcerative colitis",NULL,-0.587410,10,"digestive"
9,136137065,"rs687621",452,23650146,"Venous thromboembolism","ABO","ABO",2E-52,1.55,"[1.47-1.64]","intron",0.65,"1,618 European ancestry cases, 42,881 European ancestry controls","rs687621",452,"Other venous embolism and thrombosis",1471,22619,1.20,0.00000775,9,136137065,"ABO","rs687621","Silent",0.32070000,3.2500,"Activated partial thromboplastin time || D-dimer levels || Venous thromboembolism","Duodenal ulcer  (Recessive) || End-stage coagulation (vWF) || Graves' disease || Pancreatic cancer || Protein quantitative trait loci (TNFA) || Venous thromboembolism || Soluble ICAM-1 || Coronary heart disease (AngCAD/MI) || Metabolic traits (SM-8 + 3 other traits) || Inflammatory biomarkers (IL-6) || Protein biomarker (Galectin-3) || Liver enzyme levels (ALP) || Obesity-related traits (IL6 ) || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH - Males) || Thyroid hormone levels (TSH) || Coagulation factor levels || Activated partial thromboplastin time || D-dimer levels || Coagulation factor levels (Conditioned on rs687289) || Malaria || mean corpuscular hemoglobin concentration || Tumor biomarkers (CEA)",-0.153510,8,"circulatory system"
1,169135127,"rs16861990",452,22672568,"Venous thromboembolism","NME7","NME7",2E-12,2.02,"[1.66-2.45]","intron",0.099,"1,503 European and other ancestry cases, 1,459 European and other ancestry controls","rs16861990",452,"Other venous embolism and thrombosis",1471,22619,1.39,0.000001863,1,169135127,"NME7","rs16861990","Silent,Silent",0.06477000,1.3500,"Venous thromboembolism || D-dimer levels","D-dimer levels || Venous thromboembolism",-0.591782,8,"circulatory system"
9,136149229,"rs505922",452,21980494,"Venous thromboembolism","ABO","ABO",1E-34,1.92,"[NR]","intron",0.43,"1,542 European ancestry cases, 1,110 European ancestry controls","rs505922",452,"Other venous embolism and thrombosis",1471,22619,1.20,0.000006603,9,136149229,"ABO","rs505922","Silent",0.31990000,3.6510,"Graves' disease || Venous thromboembolism || Pancreatic cancer || End-stage coagulation (vWF) || Duodenal ulcer (Recessive) || Protein quantitative trait loci (TNFA)","Duodenal ulcer  (Recessive) || End-stage coagulation (vWF) || Graves' disease || Pancreatic cancer || Protein quantitative trait loci (TNFA) || Venous thromboembolism || Soluble ICAM-1 || Coronary heart disease (AngCAD/MI) || Metabolic traits (SM-8 + 3 other traits) || Inflammatory biomarkers (IL-6) || Protein biomarker (Galectin-3) || Liver enzyme levels (ALP) || Obesity-related traits (IL6 ) || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH - Males) || Thyroid hormone levels (TSH) || Coagulation factor levels || Activated partial thromboplastin time || D-dimer levels || Coagulation factor levels (Conditioned on rs687289) || Malaria || mean corpuscular hemoglobin concentration || Tumor biomarkers (CEA)",-0.071513,8,"circulatory system"
9,136149229,"rs505922",452,19278955,"Venous thromboembolism","ABO","ABO",4E-15,1.81,"[1.56-2.11]","intron",0.35,"419 cases, 1,228 controls","rs505922",452,"Other venous embolism and thrombosis",1471,22619,1.20,0.000006603,9,136149229,"ABO","rs505922","Silent",0.31990000,3.6510,"Graves' disease || Venous thromboembolism || Pancreatic cancer || End-stage coagulation (vWF) || Duodenal ulcer (Recessive) || Protein quantitative trait loci (TNFA)","Duodenal ulcer  (Recessive) || End-stage coagulation (vWF) || Graves' disease || Pancreatic cancer || Protein quantitative trait loci (TNFA) || Venous thromboembolism || Soluble ICAM-1 || Coronary heart disease (AngCAD/MI) || Metabolic traits (SM-8 + 3 other traits) || Inflammatory biomarkers (IL-6) || Protein biomarker (Galectin-3) || Liver enzyme levels (ALP) || Obesity-related traits (IL6 ) || Phytosterol levels (campesterol) || Thyroid hormone levels (TSH - Males) || Thyroid hormone levels (TSH) || Coagulation factor levels || Activated partial thromboplastin time || D-dimer levels || Coagulation factor levels (Conditioned on rs687289) || Malaria || mean corpuscular hemoglobin concentration || Tumor biomarkers (CEA)",-0.071513,8,"circulatory system"
15,78806023,"rs8034191",165.1,18385738,"Lung cancer","CHRNA3,CHRNA5, CHRNB4, PSMA4, LOC123688","AGPHD1",5E-20,1.30,"[1.23-1.37]","intron",0.34,"1,926 cases,2,522 controls","rs8034191",165.1,"Cancer of bronchus; lung",1251,27954,1.24,0.0000005896,15,78806023,"AGPHD1","rs8034191","Silent,Silent",0.33720000,3.7900,"Chronic obstructive pulmonary disease || Lung cancer","Airflow obstruction  (Smokers) || Chronic obstructive pulmonary disease || Lung cancer || Chronic obstructive pulmonary disease (Lifetime average CPD)",-0.043790,2,"neoplasms"
6,32336187,"rs3129934",335,22457343,"Multiple sclerosis","C6orf10","C6orf10",7E-16,2.34,"[1.90-2.87]","intron",0.10,"197 European ancestry cases, 234 European ancestry controls","rs3129934",335,"Multiple sclerosis",300,22691,2.14,0.0000000006171,6,32336187,"C6orf10","rs3129934","Silent",0.16690000,8.7620,"Multiple sclerosis","Hepatitis C induced liver cirrhosis || Activated partial thromboplastin time || Graves' disease || Arthritis (juvenile idiopathic) || Lumiracoxib-related liver injury || Multiple sclerosis || Asthma || Rheumatoid arthritis || Obesity-related traits (Diet carbohydrate ) || Coronary heart disease || Atopic dermatitis || Visceral fat (women)",0.923776,6,"neurological"
6,32401217,"rs3135338",335,20159113,"Multiple sclerosis","HLA","BTNL2 - HLA-DRA",2E-25,3.43,"[NR]","Intergenic",0.13,"68 Finnish cases, 136 Finnish controls","rs3135338",335,"Multiple sclerosis",300,22691,1.41,0.0008427,6,32401217,"","rs3135338","",0.32590000,0.4190,"Multiple sclerosis",NULL,-0.909417,6,"neurological"
6,32586854,"rs9271366",335,19525955,"Multiple sclerosis","HLA-DRB1","HLA-DRB1 - HLA-DQA1",7E-184,2.78,"[NR]","Intergenic",0.15,"1,618 European ancestry cases, 3,413 European ancestry controls","rs9271366",335,"Multiple sclerosis",300,22691,2.75,0.000000000000005726,6,32586854,"","rs9271366","",0.14750000,1.9930,"Multiple sclerosis || Inflammatory bowel disease (UC vs. Control) || Ulcerative colitis || Inflammatory bowel disease (UC vs. CD) || Immunoglobulin A || Inflammatory bowel disease (CD vs. Control) || Crohn's disease",NULL,-0.431274,6,"neurological"
6,32413051,"rs3135388",335,19525953,"Multiple sclerosis","HLA-DRB1","HLA-DRA",4E-225,2.75,"[2.46-3.07]","nearGene-3",0.22,"2,624 cases, 7,220 controls","rs3135388",335,"Multiple sclerosis",300,22691,2.83,0.00000000000004361,6,32413051,"","rs3135388","",0.14190000,1.8280,"Multiple sclerosis",NULL,-0.470450,6,"neurological"
6,32413051,"rs3135388",335,17660530,"Multiple sclerosis","HLA-DRA","HLA-DRA",9E-81,1.99,"[1.84-2.15]","nearGene-3",0.23,"931 trios, 2,431 controls","rs3135388",335,"Multiple sclerosis",300,22691,2.83,0.00000000000004361,6,32413051,"","rs3135388","",0.14190000,1.8280,"Multiple sclerosis",NULL,-0.470450,6,"neurological"
11,60023087,"rs1562990",290.11,21627779,"Alzheimer's disease","MS4A","MS4A6A - MS4A4A",4E-11,1.14,"[1.10-1.18]","Intergenic",0.58,"319 European ancestry cases, 769 European ancestry controls, 2,690 cases, 2,237 controls","rs1562990",290.11,"Alzheimer's disease",228,24063,0.74,0.003533,11,60023087,"","rs1562990","",0.41190000,0.9810,"Alzheimer's disease",NULL,-0.696949,5,"mental disorders"
11,59939307,"rs610932",290.11,21460840,"Alzheimer's disease","MS4A6A, MS4A4E","MS4A6A",2E-14,1.11,"[1.09-1.15]","UTR-3",0.58,"6,688 European ancestry cases, 13,685 European ancestry controls","rs610932",290.11,"Alzheimer's disease",228,24063,0.79,0.01612,11,59939307,"MS4A6A","rs610932","Silent,Silent",0.42710000,4.1240,"Alzheimer's disease","Alzheimer's disease",0.021280,5,"mental disorders"
19,45395619,"rs2075650",290.11,20460622,"Alzheimer's disease","APOE","TOMM40",1E-295,2.53,"[2.41-2.66]","intron",0.14,"8,935 white individuals with 973 incident cases, 2,033 white prevalent cases, 14,642 white controls","rs2075650",290.11,"Alzheimer's disease",228,24063,2.11,0.000000001634,19,45395619,"TOMM40","rs2075650","Silent,Silent,Silent",0.13990000,8.2580,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",0.810523,5,"mental disorders"
19,45395619,"rs2075650",290.11,19734902,"Alzheimer's disease","APOE, TOMM40","TOMM40",2E-157,2.53,"[2.37-2.71]","intron",0.15,"3,941 European ancestry cases, 7,848 European ancestry controls","rs2075650",290.11,"Alzheimer's disease",228,24063,2.11,0.000000001634,19,45395619,"TOMM40","rs2075650","Silent,Silent,Silent",0.13990000,8.2580,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",0.810523,5,"mental disorders"
3,188112554,"rs1464510",557.1,20190752,"Celiac disease","LPP","LPP",3E-40,1.29,"[1.25-1.34]","intron",0.49,"4,533 European descent cases, 10,750 European descent controls","rs1464510",557.1,"Celiac disease",77,21248,1.52,0.009293,3,188112554,"LPP","rs1464510","Silent,Silent,Silent",0.44410000,11.0000,"Celiac disease || Vitiligo","Body mass index (females +males) || Weight (females + males) || Celiac disease || Vitiligo || White matter integrity (interaction) || IgE levels || Self-reported allergy || Allergic sensitization || Obesity-related traits (Eotaxin ) || Immune reponse to smallpox (secreted IFN-alpha) (AA)",1.510612,10,"digestive"
6,32605884,"rs2187668",557.1,20190752,"Celiac disease","HLA-DQA1, HLA-DQB1","HLA-DQA1",1E-50,6.23,"[5.95-6.52]","intron",0.26,"4,533 European descent cases, 10,750 European descent controls","rs2187668",557.1,"Celiac disease",77,21248,5.28,0.00000000004777,6,32605884,"HLA-DQA1","rs2187668","Silent",0.13050000,4.8250,"Celiac disease || Immunoglobulin A || Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +) || Nephropathy (idiopathic membranous)","Celiac disease || Immunoglobulin A || Nephropathy (idiopathic membranous) || Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +) || Asthma (Adult) || Type 1 diabetes || Chronic lymphocytic leukemia",0.153358,10,"digestive"
1,200892137,"rs296547",557.1,20190752,"Celiac disease","Intergenic","C1orf106 - KIF21B",4E-9,1.12,"[1.09-1.16]","Intergenic",0.64,"4,533 European descent cases, 10,750 European descent controls","rs296547",557.1,"Celiac disease",77,21248,0.66,0.02115,1,200892137,"","rs296547","",0.36230000,0.6870,"Celiac disease",NULL,-0.796075,10,"digestive"
6,32605884,"rs2187668",557.1,17558408,"Celiac disease","HLA-DQA1","HLA-DQA1",1E-19,7.04,"[6.08-8.15]","intron",0.14,"778 cases,1,422 controls","rs2187668",557.1,"Celiac disease",77,21248,5.28,0.00000000004777,6,32605884,"HLA-DQA1","rs2187668","Silent",0.13050000,4.8250,"Celiac disease || Immunoglobulin A || Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +) || Nephropathy (idiopathic membranous)","Celiac disease || Immunoglobulin A || Nephropathy (idiopathic membranous) || Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +) || Asthma (Adult) || Type 1 diabetes || Chronic lymphocytic leukemia",0.153358,10,"digestive"
4,9926967,"rs13129697",274.1,20884846,"Urate levels","SLC2A9","SLC2A9",4E-13,1.52,"[1.35-1.69]","intron",0.73,"28,283 white individuals","rs13129697",274.1,"Gout",1059,28012,0.69,0.00000000001839,4,9926967,"SLC2A9","rs13129697","Silent,Silent",0.26890000,6.9720,"Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Uric acid levels","Gout || Serum uric acid levels || Uric acid levels (men) || Uric acid levels (women) || Urate levels || Renal function-related traits (urea) || Uric acid levels || Metabolic traits (urate, histidine) || Uric acid levels (Obese) || Biochemical measures (uric acid) || Urate levels (Gout) || Urate levels (Urate) || Urate levels (whites)",0.549412,3,"endocrine/metabolic"
2,231091223,"rs13397985",204.12,23770605,"Chronic lymphocytic leukemia","SP140","SP110;SP140",1E-22,1.45,"[NR]","nearGene-5;intron",0.18,"2,179 European ancestry cases, 6,221 European ancestry controls","rs13397985",204.12,"Lymphoid leukemia, chronic",218,26979,1.31,0.01644,2,231091223,"SP140","rs13397985","Silent,Silent",0.19060000,4.4930,"Chronic lymphocytic leukemia","Crohn's disease || Multiple sclerosis || Chronic lymphocytic leukemia",0.091426,2,"neoplasms"
2,231091223,"rs13397985",204.12,18758461,"Chronic lymphocytic leukemia","SP140, SP110","SP110;SP140",6E-10,1.41,"[1.26-1.57]","nearGene-5;intron",0.19,"505 cases, 1,438 controls","rs13397985",204.12,"Lymphoid leukemia, chronic",218,26979,1.31,0.01644,2,231091223,"SP140","rs13397985","Silent,Silent",0.19060000,4.4930,"Chronic lymphocytic leukemia","Crohn's disease || Multiple sclerosis || Chronic lymphocytic leukemia",0.091426,2,"neoplasms"
