,SNP,Lab_name,best_measure,best_P,best_OR_Beta,catalog_assoc_SNP,catalog_assoc_gene,CHR,MapInfo,gene,rsID,cases,eh_case,el_case,Mutation,MAF_W,mean_Beta,mean_P,median_Beta,median_P,first_Beta,first_P,min_Beta,min_P,max_Beta,max_P,ever_low_OR,ever_low_P,ever_high_OR,ever_high_P,Lab_cat,Lab_full_name,SNP.1,lab_name,jd_string,trait
266,rs7553007,CRP,min,0.1235,-1.442,C-reactive protein (AA women) || C-reactive protein || C-reactive protein (HA women),,1,159698549.0,,rs7553007,6437.0,4143.0,11.0,,0.3283,-1.682,0.1248,-1.551,0.1581,-1.9869999999999999,0.1464,-1.442,0.1235,-1.788,0.2753,1.7,0.221,0.96,0.3358,Misc,C-REACTIVE PROTEIN,rs7553007,CRP,Elevated C-reactive protein (CRP),C-reactive protein (HA women)
267,rs2259816,CRP,median,0.2453,-1.242,Coronary heart disease || C-reactive protein (HA women),"N-glycan levels (DG11) || Cholesterol, total || Gamma gluatamyl transferase levels || LDL cholesterol || C-reactive protein || Urate levels (women) || C-reactive protein (HA women) || Coronary heart disease || C-reactive protein and white blood cell count (CRP) || Gamma glutamyl transpeptidase || Liver enzyme levels (gamma-glutamyl transferase) || C-reactive protein (AA women)",12,121435587.0,HNF1A,rs2259816,6437.0,4143.0,11.0,Silent,0.357,-1.058,0.3211,-1.242,0.2453,-0.2614,0.8443,-1.0090000000000001,0.268,-0.9097,0.5684,1.51,0.336,1.0,0.983,Misc,C-REACTIVE PROTEIN,rs2259816,CRP,Elevated C-reactive protein (CRP),C-reactive protein (HA women)
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2526932,CRP,Elevated C-reactive protein (CRP),C-reactive protein and white blood cell count (CRP)
275,rs2075650,CRP,ever_high,0.04149,0.8968,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",19,45395619.0,TOMM40,rs2075650,6437.0,4143.0,11.0,"Silent,Silent,Silent",0.1399,-1.3880000000000001,0.3506,-1.6,0.2833,-0.6442,0.7286,-0.6517,0.6079,-2.164,0.3305,1.44,0.5136,0.9,0.04149,Misc,C-REACTIVE PROTEIN,rs2075650,CRP,Elevated C-reactive protein (CRP),Cardiovascular disease risk factors (CRP)
276,rs7953249,CRP,max,0.2748,-1.676,N-glycan levels (DG7) || Chronic obstructive pulmonary disease-related biomarkers (CRP),,12,121403724.0,,rs7953249,6437.0,4143.0,11.0,,0.4197,-0.8632,0.4002,-0.7736,0.4523,-0.4437,0.7291,-0.6745,0.4416,-1.676,0.2748,1.4,0.428,0.96,0.2754,Misc,C-REACTIVE PROTEIN,rs7953249,CRP,Elevated C-reactive protein (CRP),Chronic obstructive pulmonary disease-related biomarkers (CRP)
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs652520,CRP,Elevated C-reactive protein (CRP),Chronic obstructive pulmonary disease-related biomarkers (CRP)
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs13122273,CRP,Elevated C-reactive protein (CRP),Inflammatory biomarkers (C-reactive protein)
280,rs12753193,CRP,ever_high,0.3992,1.033,Metabolic traits (CRP),,1,66169679.0,,rs12753193,6437.0,4143.0,11.0,,0.3728,-0.02567,0.9807,0.2272,0.8306,-0.958,0.4686,0.34299999999999997,0.7045,-0.8941,0.5723,1.4,0.4412,1.03,0.3992,Misc,C-REACTIVE PROTEIN,rs12753193,CRP,Elevated C-reactive protein (CRP),Metabolic traits (CRP)
281,rs2794520,CRP,first,0.08236,-2.373,"C-reactive protein || Metabolic traits (CRP) || Select biomarker traits (CRP average 2,6,7)",,1,159678816.0,,rs2794520,6437.0,4143.0,11.0,,0.3295,-1.8659999999999999,0.08811000000000001,-1.705,0.1202,-2.373,0.08236,-1.4869999999999999,0.1115,-2.189,0.18100000000000002,1.69,0.2244,0.95,0.2107,Misc,C-REACTIVE PROTEIN,rs2794520,CRP,Elevated C-reactive protein (CRP),Metabolic traits (CRP)
282,rs2650000,CRP,max,0.2346,-1.892,Metabolic traits (CRP) || LDL cholesterol,,12,121388962.0,,rs2650000,6437.0,4143.0,11.0,,0.3467,-0.4611,0.6649,-0.1656,0.8768,0.6847,0.6065,0.07873,0.9309999999999999,-1.892,0.2346,1.08,0.8668,0.98,0.5351,Misc,C-REACTIVE PROTEIN,rs2650000,CRP,Elevated C-reactive protein (CRP),Metabolic traits (CRP)
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs6907728,CRP,Elevated C-reactive protein (CRP),Obesity-related traits (CRP )
290,rs12093699,CRP,max,8.331e-06,7.285,Protein quantitative trait loci (CRP),,1,159647988.0,,rs12093699,6437.0,4143.0,11.0,,0.3136,4.587,2.708e-05,4.1160000000000005,0.0001739,6.002000000000001,1.093e-05,2.346,0.01201,7.285,8.331e-06,1.85,0.1505,1.1,0.01977,Misc,C-REACTIVE PROTEIN,rs12093699,CRP,Elevated C-reactive protein (CRP),Protein quantitative trait loci (CRP)
291,rs7076247,CRP,min,0.1682,1.228,Protein quantitative trait loci (CRP),"Metabolite levels (HVA/MHPG ratio) || Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined) (Modelling analysis) || Quantitative traits (SBP) || Protein quantitative trait loci (CRP) || Obesity-related traits (BMR RQ) || Primary tooth development (number of teeth) || Primary tooth development (time to first tooth eruption) || Diastolic blood pressure || Hypertension || Systolic blood pressure || Blood pressure (Mean Arterial Pressure)",10,18759629.0,CACNB2,rs7076247,6437.0,4143.0,11.0,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.3893,0.2486,0.8116,0.6759,0.5182,1.006,0.4399,1.228,0.1682,-1.025,0.511,1.32,0.5212,1.01,0.7285,Misc,C-REACTIVE PROTEIN,rs7076247,CRP,Elevated C-reactive protein (CRP),Protein quantitative trait loci (CRP)
292,rs4420638,CRP,ever_high,0.004608,0.8728,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",,19,45422946.0,,rs4420638,6437.0,4143.0,11.0,,0.1801,-3.427,0.01035,-3.616,0.0069900000000000006,-3.468,0.0378,-1.7380000000000002,0.1278,-4.77,0.01703,0.75,0.6377,0.87,0.004608,Misc,C-REACTIVE PROTEIN,rs4420638,CRP,Elevated C-reactive protein (CRP),Quantitative traits (CRP)
293,rs11066587,CRP,ever_high,0.2721,1.092,Quantitative traits (CRP),,12,113979656.0,,rs11066587,6437.0,4143.0,11.0,,0.05353,-0.5378,0.8065,-0.19399999999999998,0.9298,-2.064,0.4515,0.09102,0.9613,-1.037,0.7522,0.78,0.8122,1.09,0.2721,Misc,C-REACTIVE PROTEIN,rs11066587,CRP,Elevated C-reactive protein (CRP),Quantitative traits (CRP)
294,rs7561273,CRP,ever_high,0.4285,0.9709,Quantitative traits (CRP),,2,24247514.0,,rs7561273,6437.0,4143.0,11.0,,0.4675,0.004614,0.9964,0.05458,0.9578,0.1963,0.8786,-0.08918,0.9192,0.1225,0.9365,1.37,0.46399999999999997,0.97,0.4285,Misc,C-REACTIVE PROTEIN,rs7561273,CRP,Elevated C-reactive protein (CRP),Quantitative traits (CRP)
295,rs1039302,CRP,ever_low,0.1094,2.14,Quantitative traits (CRP),Quantitative traits (CRP),12,121236258.0,SPPL3,rs1039302,6437.0,4143.0,11.0,Silent,0.1524,-0.8371,0.5568,-1.304,0.3617,-1.273,0.4743,-0.2955,0.8082,-0.7603,0.7213,2.14,0.1094,1.01,0.8294,Misc,C-REACTIVE PROTEIN,rs1039302,CRP,Elevated C-reactive protein (CRP),Quantitative traits (CRP)
296,rs2159324,CRP,max,0.3161,1.5319999999999998,Quantitative traits (LDL-C) || Quantitative traits (CRP),,19,45695738.0,,rs2159324,6437.0,4143.0,11.0,,0.4405,0.8568,0.4015,0.7531,0.4622,0.4169,0.7438,0.4758,0.5855,1.5319999999999998,0.3161,0.91,0.8162,1.04,0.3544,Misc,C-REACTIVE PROTEIN,rs2159324,CRP,Elevated C-reactive protein (CRP),Quantitative traits (CRP)
297,rs1420101,EoAbs,ever_high,0.1136,1.041,Eosinophil counts (European),Eosinophil counts (European) || Allergic sensitization || Asthma,2,102957716.0,IL1RL1,rs1420101,16089.0,4641.0,696.0,"Silent,Silent",0.3805,-0.00025049999999999996,0.9472,0.0006755,0.8493,-0.003992,0.5122,0.002546,0.4184,-0.0033,0.6709999999999999,0.91,0.1171,1.04,0.1136,Differentl Abs,EO AUTOMATED ABS,rs1420101,EoAbs,Eosinophilia,Eosinophil counts (European)
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs12619285,EoAbs,Eosinophilia,Eosinophil counts (European)
299,rs4857855,EoAbs,ever_low,0.1451,1.1079999999999999,Eosinophil counts (European),,3,128260550.0,,rs4857855,16089.0,4641.0,696.0,,0.1721,-0.0003985,0.9346,-0.000755,0.8686,0.00030189999999999997,0.9692,0.0014609999999999998,0.7174,-0.0005592,0.9553,1.11,0.1451,1.0,0.9104,Differentl Abs,EO AUTOMATED ABS,rs4857855,EoAbs,Eosinophilia,Eosinophil counts (European)
301,rs4143832,EoAbs,max,0.1446,0.01441,Eosinophil counts (European),,5,131862977.0,,rs4143832,16089.0,4641.0,696.0,,0.1758,0.004149,0.3884,0.003646,0.4199,0.00921,0.2342,-0.0015609999999999999,0.6963,0.01441,0.1446,1.02,0.7703,0.98,0.6168,Differentl Abs,EO AUTOMATED ABS,rs4143832,EoAbs,Eosinophilia,Eosinophil counts (European)
302,rs2416257,EoAbs,ever_high,0.2255,0.9579,Eosinophil counts (European),Eosinophil counts (European),5,110435490.0,WDR36,rs2416257,16089.0,4641.0,696.0,Silent,0.1405,-0.002823,0.5693,-0.004305,0.3513,0.0038799999999999998,0.6135,-0.000659,0.8807,0.00081,0.9368,1.09,0.2401,0.96,0.2255,Differentl Abs,EO AUTOMATED ABS,rs2416257,EoAbs,Eosinophilia,Eosinophil counts (European)
304,rs4328821,EoAbs,ever_low,0.06105,1.17,White blood cell count (Basophils) || White blood cell types (eosinophil count) || White blood cell types (basophil count),,3,128316435.0,,rs4328821,16089.0,4641.0,696.0,,0.1097,-0.003339,0.5735,-0.005776,0.3002,0.002994,0.7539,-0.002068,0.675,-0.0056619999999999995,0.642,1.17,0.06105,1.01,0.8003,Differentl Abs,EO AUTOMATED ABS,rs4328821,EoAbs,Eosinophilia,White blood cell types (eosinophil count)
305,rs2516399,EoAbs,max,0.0676,-0.022619999999999998,White blood cell types (eosinophil count),,6,31481299.0,,rs2516399,16089.0,4641.0,696.0,,0.1045,-0.007962,0.1865,-0.006412,0.2576,-0.01548,0.1104,-0.002068,0.6799,-0.022619999999999998,0.0676,1.08,0.4004,0.98,0.6157,Differentl Abs,EO AUTOMATED ABS,rs2516399,EoAbs,Eosinophilia,White blood cell types (eosinophil count)
306,rs9373124,EoAbs,first,0.02366,0.015030000000000002,Other erythrocyte phenotypes (MCHC) || White blood cell types (eosinophil count),,6,135423209.0,,rs9373124,16089.0,4641.0,696.0,,0.2709,0.004068,0.3244,0.003057,0.4308,0.015030000000000002,0.02366,0.002221,0.5176,0.008477,0.3173,0.99,0.9264,0.99,0.7265,Differentl Abs,EO AUTOMATED ABS,rs9373124,EoAbs,Eosinophilia,White blood cell types (eosinophil count)
307,rs331615,EoAbs,first,0.2354,-0.0071,White blood cell types (eosinophil count),,20,55638537.0,,rs331615,16089.0,4641.0,696.0,,0.43,-0.0024920000000000003,0.5026,-0.0016539999999999999,0.6359,-0.0071,0.2354,-0.002439,0.43,-0.005078,0.5057,0.98,0.7495,1.03,0.3015,Differentl Abs,EO AUTOMATED ABS,rs331615,EoAbs,Eosinophilia,White blood cell types (eosinophil count)
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs6576878,EoAbs,Eosinophilia,White blood cell types (eosinophil count)
309,rs17027258,EoAbs,ever_low,0.058170000000000006,0.8896,White blood cell types (eosinophil count),White blood cell types (eosinophil count),2,103091540.0,SLC9A4,rs17027258,16089.0,4641.0,696.0,Silent,0.2931,0.002445,0.5451,0.00352,0.354,0.0004846,0.9406,0.004864,0.1478,0.0005,0.9520000000000001,0.89,0.058170000000000006,1.01,0.7327,Differentl Abs,EO AUTOMATED ABS,rs17027258,EoAbs,Eosinophilia,White blood cell types (eosinophil count)
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1800562,Ferrit,Disorders of iron metabolism,Cardiovascular disease risk factors (FERR)
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1800562,Ferrit,Disorders of iron metabolism,Hepcidin levels (ferritin)
312,rs17342717,Ferrit,first,0.047830000000000004,61.78,Red blood cell traits (MCH) || Iron levels (ferritin) || Iron status biomarkers (ferritin),Urate levels || Serum uric acid levels || Urate levels (Urate) || Uric acid levels || Iron status biomarkers (transferrin saturation) || Iron levels (ferritin) || Iron status biomarkers (ferritin) || Red blood cell traits (MCH),6,25821770.0,SLC17A1,rs17342717,6197.0,1521.0,1264.0,Silent,0.09664,44.92,0.1427,44.18,0.1479,61.78,0.047830000000000004,39.82,0.1811,51.35,0.1376,0.98,0.8383,1.05,0.5241,RoutChems,FERRITIN,rs17342717,Ferrit,Disorders of iron metabolism,Iron levels (ferritin)
313,rs17342717,Ferrit,first,0.047830000000000004,61.78,Red blood cell traits (MCH) || Iron levels (ferritin) || Iron status biomarkers (ferritin),Urate levels || Serum uric acid levels || Urate levels (Urate) || Uric acid levels || Iron status biomarkers (transferrin saturation) || Iron levels (ferritin) || Iron status biomarkers (ferritin) || Red blood cell traits (MCH),6,25821770.0,SLC17A1,rs17342717,6197.0,1521.0,1264.0,Silent,0.09664,44.92,0.1427,44.18,0.1479,61.78,0.047830000000000004,39.82,0.1811,51.35,0.1376,0.98,0.8383,1.05,0.5241,RoutChems,FERRITIN,rs17342717,Ferrit,Disorders of iron metabolism,Iron status biomarkers (ferritin)
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs987710,Ferrit,Disorders of iron metabolism,Iron status biomarkers (Serum ferritin concentration)
315,rs972275,Ferrit,min,0.2279,-21.59,Iron status biomarkers (serum ferritin),,6,127391844.0,,rs972275,6197.0,1521.0,1264.0,,0.3821,-16.49,0.3713,-18.23,0.3209,-16.81,0.3709,-21.59,0.2279,-8.855,0.6704,0.99,0.887,1.0,0.9329,RoutChems,FERRITIN,rs972275,Ferrit,Disorders of iron metabolism,Iron status biomarkers (serum ferritin)
316,rs4516970,Ferrit,first,0.71,-21.88,Iron status biomarkers (serum ferritin),,6,160137687.0,,rs4516970,6197.0,1521.0,1264.0,,0.02565,-7.587999999999999,0.8955,-6.562,0.9092,-21.88,0.71,-11.65,0.8355,16.52,0.7999,1.03,0.8166,0.98,0.8656,RoutChems,FERRITIN,rs4516970,Ferrit,Disorders of iron metabolism,Iron status biomarkers (serum ferritin)
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs29880,Ferrit,Disorders of iron metabolism,Iron status biomarkers (serum ferritin)
319,rs2660917,Ferrit,ever_low,0.3212,0.9498,Iron status biomarkers (serum ferritin),,18,68628078.0,,rs2660917,6197.0,1521.0,1264.0,,0.2554,-13.08,0.5231,-15.57,0.4452,-16.45,0.4303,-6.475,0.7448,-18.76,0.41700000000000004,0.95,0.3212,0.99,0.9,RoutChems,FERRITIN,rs2660917,Ferrit,Disorders of iron metabolism,Iron status biomarkers (serum ferritin)
320,rs17415853,Ferrit,ever_high,0.5421,1.071,Protein quantitative trait loci (Ferritin),Protein quantitative trait loci (Ferritin),12,15930805.0,EPS8,rs17415853,6197.0,1521.0,1264.0,Silent,0.03441,-11.55,0.8114,-16.08,0.7386,-25.39,0.6065,-9.247,0.8440000000000001,-2.378,0.9653,1.02,0.8461,1.07,0.5421,RoutChems,FERRITIN,rs17415853,Ferrit,Disorders of iron metabolism,Protein quantitative trait loci (Ferritin)
321,rs16957063,FT4,ever_high,0.2416,0.8123,Protein quantitative trait loci (Ft4),Protein quantitative trait loci (Ft4),15,42984288.0,STARD9,rs16957063,10799.0,2260.0,521.0,Synonymous_T3504T,0.009831,-0.0007348,0.9676,-0.006567,0.7138,0.0003506,0.9895,0.003182,0.8584,-0.001141,0.9717,1.0,0.9937,0.81,0.2416,Thyroid,F T4,rs16957063,FT4,Hypothyroidism,Protein quantitative trait loci (Ft4)
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2235544,FT4,Abnormal results of function study of thyroid,Thyroid hormone levels (FT4)
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2235544,FT4,Abnormal results of function study of thyroid,Thyroid hormone levels (FT4-Females)
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs2235544,FT4,Abnormal results of function study of thyroid,Thyroid hormone levels (FT4-Males)
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1800562,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Hepcidin levels (Iron)
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs987710,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron deficiency (Case-control)
339,rs4820268,Iron,mean,4.805e-14,-5.312,Red blood cell traits (MCHC) || Iron levels || Hematology traits (MCV) || Iron levels (iron) || Hematology traits (MCH) || Iron status biomarkers (serum iron),"Glycated hemoglobin levels || Hematology traits (HGB) || Hemoglobin || Hepcidin levels (Iron) || Hepcidin levels (MCH) || Hepcidin levels (Tf Sat) || Iron status biomarkers (Hgb) || Iron status biomarkers (MCV) || Iron status biomarkers (sTfR) || Mean corpuscular hemoglobin || Mean corpuscular hemoglobin (AA) || Mean corpuscular hemoglobin (EA) || Mean corpuscular hemoglobin concentration || Mean corpuscular volume || Mean corpuscular volume (EA) || Red blood cell traits (EA, MCH) || Red blood cell traits (MCH) || Red blood cell traits (MCV) || Hematocrit || Hematological and biochemical traits (Ht) || Hematology traits (MCH) || Hematology traits (MCV) || Iron levels || Iron levels (iron) || Iron status biomarkers (serum iron) || Red blood cell traits (MCHC) || Hematological and biochemical traits (Hb) || Hematological parameters (MCH)",22,37469591.0,TMPRSS6,rs4820268,6247.0,549.0,3198.0,Synonymous_D521D,0.4657,-5.312,4.805e-14,-5.296,1.114e-13,-5.7170000000000005,3.188e-13,-4.677,1.3619999999999998e-10,-6.148,9.551e-11,1.21,6.153e-08,0.78,8.957e-05,RoutChems,IRON BLOOD,rs4820268,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron levels
340,rs7385804,Iron,median,3.361e-06,-3.505,Hematological parameters (RBC) || Hematocrit || Iron levels (iron),Hematocrit || Hematological parameters (RBC) || Iron levels (iron),7,100235970.0,TFR2,rs7385804,6247.0,549.0,3198.0,Silent,0.3736,-3.332,7.85e-06,-3.505,3.361e-06,-3.641,1.138e-05,-2.972,0.0001137,-3.255,0.001196,1.14,0.000454,0.89,0.09505,RoutChems,IRON BLOOD,rs7385804,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron levels (iron)
341,rs4820268,Iron,mean,4.805e-14,-5.312,Red blood cell traits (MCHC) || Iron levels || Hematology traits (MCV) || Iron levels (iron) || Hematology traits (MCH) || Iron status biomarkers (serum iron),"Glycated hemoglobin levels || Hematology traits (HGB) || Hemoglobin || Hepcidin levels (Iron) || Hepcidin levels (MCH) || Hepcidin levels (Tf Sat) || Iron status biomarkers (Hgb) || Iron status biomarkers (MCV) || Iron status biomarkers (sTfR) || Mean corpuscular hemoglobin || Mean corpuscular hemoglobin (AA) || Mean corpuscular hemoglobin (EA) || Mean corpuscular hemoglobin concentration || Mean corpuscular volume || Mean corpuscular volume (EA) || Red blood cell traits (EA, MCH) || Red blood cell traits (MCH) || Red blood cell traits (MCV) || Hematocrit || Hematological and biochemical traits (Ht) || Hematology traits (MCH) || Hematology traits (MCV) || Iron levels || Iron levels (iron) || Iron status biomarkers (serum iron) || Red blood cell traits (MCHC) || Hematological and biochemical traits (Hb) || Hematological parameters (MCH)",22,37469591.0,TMPRSS6,rs4820268,6247.0,549.0,3198.0,Synonymous_D521D,0.4657,-5.312,4.805e-14,-5.296,1.114e-13,-5.7170000000000005,3.188e-13,-4.677,1.3619999999999998e-10,-6.148,9.551e-11,1.21,6.153e-08,0.78,8.957e-05,RoutChems,IRON BLOOD,rs4820268,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron levels (iron)
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs1799945,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron levels (iron)
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rs987710,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron status biomarkers (Body iron)
344,rs4820268,Iron,mean,4.805e-14,-5.312,Red blood cell traits (MCHC) || Iron levels || Hematology traits (MCV) || Iron levels (iron) || Hematology traits (MCH) || Iron status biomarkers (serum iron),"Glycated hemoglobin levels || Hematology traits (HGB) || Hemoglobin || Hepcidin levels (Iron) || Hepcidin levels (MCH) || Hepcidin levels (Tf Sat) || Iron status biomarkers (Hgb) || Iron status biomarkers (MCV) || Iron status biomarkers (sTfR) || Mean corpuscular hemoglobin || Mean corpuscular hemoglobin (AA) || Mean corpuscular hemoglobin (EA) || Mean corpuscular hemoglobin concentration || Mean corpuscular volume || Mean corpuscular volume (EA) || Red blood cell traits (EA, MCH) || Red blood cell traits (MCH) || Red blood cell traits (MCV) || Hematocrit || Hematological and biochemical traits (Ht) || Hematology traits (MCH) || Hematology traits (MCV) || Iron levels || Iron levels (iron) || Iron status biomarkers (serum iron) || Red blood cell traits (MCHC) || Hematological and biochemical traits (Hb) || Hematological parameters (MCH)",22,37469591.0,TMPRSS6,rs4820268,6247.0,549.0,3198.0,Synonymous_D521D,0.4657,-5.312,4.805e-14,-5.296,1.114e-13,-5.7170000000000005,3.188e-13,-4.677,1.3619999999999998e-10,-6.148,9.551e-11,1.21,6.153e-08,0.78,8.957e-05,RoutChems,IRON BLOOD,rs4820268,Iron,"Iron deficiency anemias, unspecified or not due to blood loss",Iron status biomarkers (serum iron)
